Date,Close,High,Low,Open,Volume,DR,GR,RO,SQ,OD,KK,YU,LG,PD,AZ,EP,CC,BB,IF,NI,ZP,XL,CD,KI,AK,BQ,DH,XC,GA,KZ,BS,TP,YP,HD,CP,QA,DX,BK,AT,XA,YB,AI,YJ,LS,HP
2026-08-24,352.0,356.0,350.0,352.0,9159700,0.0027,0.0487,0.0005,0.1907,0.001,-0.0554,-0.0018,-0.0077,0.027,-0.0007,-0.0205,0.0142,-0.8771,0.0045,-0.0729,0.5109,0.3007,0.0031,0.0007,0.0772,-0.0001,0.0,0.0082,0.0,0.0,0.0105,0.0308,-0.0873,0.0,0.0394,0.0,0.0,-0.2023,-0.0142,0.0009,0.0361,0.0,0.0,0.0356,-0.0035
2026-08-26,344.0,356.0,344.0,354.0,12191400,-0.0668,0.0311,0.0043,0.2177,0.0038,0.0575,0.1335,0.004,0.0211,0.0996,0.0013,0.5489,-0.727,0.0,-0.2196,-0.2787,-0.1816,0.0,0.0,0.0265,0.008,0.0034,0.029,0.0,0.0,0.0,-0.0019,0.1916,0.3527,0.0035,-0.0003,0.0003,-0.2629,-0.0184,0.0017,-0.0013,0.0,0.0017,0.0167,0.0
2026-08-27,356.0,360.0,346.0,346.0,15100700,0.0,-0.0061,-0.0123,-0.4608,-0.0129,-0.0906,0.0004,0.0,-0.1276,0.0035,-0.0102,0.7709,-1.5,-0.0017,0.0012,0.4855,-0.2987,0.003,0.0,0.1403,-0.0053,0.0008,-0.0579,0.7052,0.0,0.0,1.1,-0.2296,0.0016,-0.1439,0.0,0.0,-0.2532,-0.0018,-0.0025,0.01,-0.0106,0.0,0.0,0.0
2026-08-28,360.0,360.0,354.0,356.0,10250300,0.0018,0.0115,-0.0004,-0.3244,-0.0221,-0.0101,-0.0054,0.0177,0.4655,-0.0669,-0.1045,-0.0122,-1.1,-0.0537,-0.0113,0.3315,-0.0162,-0.0096,-0.0178,0.0405,-0.0881,0.0108,0.0298,0.358,0.4505,-0.0108,-0.0035,0.2496,0.0051,-0.0036,-0.0004,0.0002,-0.1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
