Date,Close,High,Low,Open,Volume,LG,PD,CP,NI,SQ,DR,XL,FS,MG,AZ,GR,CC,KK,YP,XA,DH,OD,XC,ZP,EP,QA,YB,OK,PG,SS,YU,RF,TP,PC
2026-08-24,5800.0,5975.0,5750.0,5975.0,105500,0.0,0.0805,0.0,0.0,-0.2553,0.0,0.011,-0.2254,0.0023,0.0,0.0,0.0537,0.0012,0.1984,-0.0006,-0.0104,0.0432,0.0249,0.0,-0.0006,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0006,0.0795
2026-08-26,5825.0,5925.0,5750.0,5800.0,200400,-0.0058,-0.0122,-0.1361,0.1108,0.0514,0.0,0.1006,-0.1173,-0.0024,0.0,0.0232,-0.4324,-0.0625,0.06,0.0,-0.0356,-0.0481,-0.0209,0.0,-0.0508,0.0,0.0,0.0,0.0,0.5899,-0.0023,-0.0017,-0.0077,0.0
2026-08-27,6100.0,6200.0,5725.0,5825.0,112600,0.0,-0.0323,0.0989,0.1411,-0.1084,0.0,-0.1692,0.0,-0.0012,-0.0105,0.0989,0.1088,0.0288,0.0054,0.0,-0.0612,-0.005,-0.0051,-0.0006,0.0018,0.0006,-0.0,-0.0218,-0.069,0.0,0.0,0.0,0.0,0.0
2026-08-28,6175.0,6175.0,5950.0,6100.0,98700,-0.0012,-0.0026,-0.1296,0.1177,-0.0843,-0.0061,-0.0378,0.0598,-0.0001,-0.0257,0.0006,0.0383,-0.0031,0.1058,0.0012,-0.0157,-0.0156,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
