Date,Close,High,Low,Open,Volume,LG,HD,AT,CP,PD,BQ,EP,SQ,PC,NI,QA,IF,DR,XL,CD,YB,YU,KI,AZ,GR,AG,CC,KK,YP,XA,OD,DH,XC,AI,RO,MG,HP,AO,ES,DX,YJ,TP
2026-08-24,100.0,100.0,98.0,99.0,2385500,-0.0015,0.0,-0.0032,-0.0084,-0.0096,0.0,0.0,0.0005,-0.0022,0.0002,0.0002,0.0016,0.0,-0.0733,0.0,0.0,0.0,0.001,0.0002,-0.0045,-0.0094,0.0465,0.027,-0.0032,0.0,-0.0003,-0.0011,-0.0024,0.0,-0.0,0.0,0.002,0.0,0.0,-0.0,0.003,0.037
2026-08-26,110.0,110.0,99.0,107.0,16482700,-0.0043,0.0,0.0045,0.034,0.0708,0.001,0.1255,-0.0426,-0.0002,-0.0412,0.0,-0.0001,0.0134,-0.2313,0.0,0.1635,0.0298,-0.0435,0.001,-0.0036,0.0,0.0007,-0.0463,0.0183,-0.0115,-0.0016,-0.0,-0.0908,0.0,0.0,0.091,0.1015,-0.0066,-0.0032,-0.0051,-0.1232,0.0
2026-08-27,114.0,119.0,105.0,115.0,7659100,-0.0015,0.0,0.0023,-0.0471,0.0288,-0.0243,0.0467,0.0112,-0.0034,0.0019,-0.0003,0.023,-0.0595,0.0021,0.0,0.0382,0.0014,0.0,-0.0027,-0.0208,0.002,0.0026,0.0251,-0.0639,0.002,0.0002,0.0,-0.0078,0.0219,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,109.0,116.0,109.0,112.0,3575300,-0.0003,0.0248,0.0011,0.0231,-0.0062,0.0088,0.0033,0.0315,-0.0001,-0.005,0.0,0.0033,-0.0003,-0.0562,0.0,-0.0021,0.005,0.0231,0.0008,-0.0003,0.0003,-0.0731,-0.0275,0.0375,-0.0023,-0.001,-0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
