Date,Close,High,Low,Open,Volume,DR,GR,MG,ZR,HP,RO,SQ,OD,YJ,YU,AT,KK,LG,PD,AZ,EP,LS,XA,CC,NI,IF,XL,ZP,CD,KI,AK,BQ,PC,RG,DH,XC,SS,AG,YB,TP,YP,HD,CP,QA,DX,BK,SF,RF,BF,AF,AI,AO,JB,TF,MI,IU,FZ,GI,DU,IC,SH
2026-08-24,141.0,147.0,141.0,143.0,44542900,0.0612,0.129,0.2313,0.0,-0.0474,0.0013,-0.0967,0.0351,0.0,0.0036,-0.0003,0.0441,0.0006,-0.0494,0.1836,-0.0929,-0.0007,0.0935,0.1389,0.018,-0.0018,-0.3897,0.0072,0.0,-0.0007,-0.2043,0.0541,0.0,0.0,0.0359,-0.0277,0.0014,-0.036,0.0655,0.0216,0.074,-0.0001,-0.2161,0.0001,-0.036,-0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0071,-0.0042
2026-08-26,131.0,143.0,131.0,141.0,66371400,-0.0073,0.1749,-0.7981,0.0029,-0.06,0.0,0.2364,-0.2646,0.0066,0.0141,-0.0682,0.0095,0.6287,0.069,0.0865,-0.1045,-0.0069,-0.2185,0.2585,0.0603,0.0,-0.6212,0.1416,0.0804,0.0,0.613,-0.1532,0.0,-0.0042,0.0601,-0.0038,0.0027,0.0,-0.0662,0.051,-0.1981,0.0073,0.0072,-0.0001,0.0009,0.0372,0.0077,0.0,0.0,0.0,0.0008,-0.0113,0.0027,-0.0,0.0665,-0.0417,0.0,0.0,0.0,0.0,0.0
2026-08-27,137.0,138.0,129.0,131.0,28471600,0.1168,0.0504,-0.1426,0.0,-0.0047,0.0,-0.0659,-0.0177,-0.0245,0.0,-0.0079,-0.0217,-0.0809,-0.0644,-0.0416,0.0342,-0.006,-0.0626,-0.0218,0.0749,0.0006,0.1879,0.1986,-0.0409,-0.0007,-0.233,-0.0167,0.0,0.0,0.0,-0.0307,0.0,0.0,0.0799,-0.0063,0.0954,-0.0052,0.0736,0.0,0.0003,0.0048,-0.0039,-0.0013,-0.0069,-0.0014,-0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,134.0,141.0,134.0,138.0,31340500,0.073,0.0364,-0.0116,0.0027,-0.0047,0.0076,-0.0721,0.0069,0.0451,0.007,0.0051,-0.2157,0.0136,0.0436,-0.0493,-0.0264,-0.0003,0.0,-0.1268,0.0183,0.0048,0.1469,-0.0447,-0.0006,0.0006,-0.3085,0.0125,0.0,0.0023,0.0403,0.016,0.004,-0.0068,-0.0081,0.0421,0.3313,-0.0001,-0.0309,-0.0009,0.0001,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
