Date,Close,High,Low,Open,Volume,AK,YB,AT,XL,HD,KK,YJ,HP,RS,LG,IF,NI,QA,AI,KI,XA,AZ,YP,CC,EP,DX,PD,GR,XC,OD,BK,SQ,SF,DH,YU,CP,AG,BQ,MU,RO,LS
2026-08-24,152.0,153.0,150.0,151.0,3643900,-0.0026,-0.003,-0.0033,0.1434,0.0,-0.007,-0.0755,-0.0151,0.0,0.0076,0.0009,-0.0001,0.0,0.0,-0.0017,0.0,-0.0,-0.0221,-0.0585,-0.0017,0.0,-0.0774,0.002,0.0072,0.0014,-0.0299,0.0006,0.0,0.0,-0.0004,0.0755,0.0,0.0,0.0609,0.0,-0.0012
2026-08-26,149.0,152.0,148.0,152.0,3671300,-0.0082,0.0,0.0015,0.211,0.0012,-0.0005,0.0011,0.0004,0.0,0.0004,0.0014,0.0225,0.0,0.0,-0.0002,-0.0269,0.0006,0.0114,-0.0386,0.0024,0.0,-0.0907,0.0015,0.0119,-0.0009,-0.0662,0.0008,0.0,-0.0036,0.0,-0.0491,0.0,0.0017,0.015,0.0001,0.0
2026-08-27,149.0,153.0,147.0,149.0,3949300,-0.0073,0.0,-0.0008,0.0973,0.0004,0.0459,0.0013,-0.0,0.0105,0.0075,0.0006,-0.002,0.0,0.0,0.0006,0.0,0.0,0.0065,0.0067,0.0015,0.0,-0.0033,-0.0374,0.0139,0.0012,-0.0658,-0.0491,-0.0015,-0.0,-0.0003,-0.0254,-0.0,-0.001,0.0,0.0,0.0
2026-08-28,150.0,152.0,149.0,149.0,2950300,-0.0003,0.0048,-0.0072,-0.0018,0.1522,-0.0045,-0.0024,0.003,-0.0105,0.0001,0.0002,0.0447,0.0,-0.0045,0.0,-0.151,0.0256,0.0022,0.0714,-0.0003,0.0002,-0.0269,0.0092,-0.0501,0.0003,-0.0548,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
