Date,Close,High,Low,Open,Volume,AK,SF,YB,MG,XL,BK,KK,PG,IH,LG,PI,FZ,DU,PF,XA,IU,SA,ZP,AZ,YP,PC,CP,TF,CC,CD,BQ,PD,RG,IN,RO,XC,TP,AT,DR,DH,GR,SQ,QA,NI,EP,OD,HD,KI,AG
2026-08-24,113.0,120.0,112.0,116.0,6485700,-0.0006,-0.0206,0.0029,0.0,0.0262,0.0082,-0.0003,0.012,-0.0246,0.0,0.0178,0.0,0.0028,0.0,0.011,-0.0033,0.0151,-0.0047,0.0188,-0.0037,-0.0203,0.0348,0.0,-0.1914,0.0,0.0022,0.0011,0.0061,0.0155,0.0148,0.0105,0.0,0.0,0.0,0.0001,0.0002,0.0045,0.0005,0.0638,0.0017,0.0002,-0.0001,-0.0008,-0.0003
2026-08-26,110.0,114.0,109.0,113.0,7127000,0.0108,0.0144,-0.0026,-0.0111,0.0095,0.0,0.003,0.0056,0.0094,0.0165,0.0007,0.0,0.011,0.0,0.0054,-0.0128,0.0088,0.0015,-0.04,-0.0175,-0.0213,-0.0332,0.0056,-0.0303,0.0,0.0124,0.0002,0.0181,0.0131,-0.002,-0.0038,0.0083,0.0006,-0.0016,0.0,0.0109,0.009,0.0004,0.0011,0.0001,0.0,0.0,0.0,0.0
2026-08-27,113.0,115.0,109.0,109.0,9038700,-0.0037,-0.0055,0.0005,0.0,-0.0286,0.0171,0.0001,0.0108,0.0045,0.0005,0.0208,0.0,-0.0558,0.0,0.0035,0.0331,-0.0447,-0.0039,0.0453,0.005,0.0443,-0.0,-0.0071,0.0614,0.0,-0.0179,0.0005,-0.0318,-0.0449,0.0,-0.0001,-0.0035,0.0005,0.0113,-0.0002,-0.0113,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,112.0,114.0,111.0,113.0,5413400,-0.016,0.0016,0.0002,0.0,0.0055,0.0002,0.0001,0.0108,-0.0064,-0.017,0.0491,0.0001,0.0174,0.0001,0.0113,-0.0255,0.0115,-0.0277,-0.0325,-0.001,-0.0272,-0.0,0.0001,-0.057,0.0006,0.0171,0.0001,0.0144,0.0147,0.0211,0.0341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
