Date,Close,High,Low,Open,Volume,IU,OK,YP,QA,BQ,RO,AT,IF,PD,TP,AZ,GR,OD,AG,HP,XA,DR,KZ,NI,LS,AK,KK,XC,CD,BK,HD,EP,AI,LG,YJ,SQ,CP,YU,DH,YB,KI,TF,XL,ZP,MG,CC,DX,BF,DP,PC,FS,ES,BS,BB,SF,BR,MU,AO
2026-08-24,2400.0,2450.0,2350.0,2360.0,17965800,0.0,0.0,-0.4368,-0.0018,-0.2247,-0.1053,1.3,-0.0166,0.4906,0.104,0.5501,0.2003,-4.2,0.0,0.004,-0.1318,1.8,0.0,-0.4811,-0.0008,0.7709,-0.2773,-1.0,-0.0482,-1.7,-0.1114,-0.6495,-0.1014,0.0276,0.2942,-1.1,-1.7,-0.0702,-0.0292,0.0197,0.017,0.0203,-3.1,3.9,-0.0723,5.3,0.1341,0.0,0.0,0.0,-0.0012,0.0,-0.0121,0.5833,-0.005,0.0,0.0,0.0
2026-08-26,2320.0,2470.0,2320.0,2410.0,21981100,0.0,0.0,-0.4981,0.0041,0.1767,0.0014,0.7104,0.0264,0.1407,0.6841,0.0358,-0.2176,-0.6869,-0.0117,0.0574,-0.1179,0.4997,0.0,-0.1436,0.3476,-5.0,0.05,0.4293,-0.0282,-3.6,0.0009,0.0386,-5.4,15.3,0.0,0.8719,0.3016,-0.5991,0.0611,-0.1137,-0.2269,-0.0376,-1.1,1.3,0.0136,-4.2,-0.043,0.0,0.0,0.0,0.0012,-0.0002,0.0119,0.8732,-0.0005,-0.0048,0.0121,0.0
2026-08-27,2360.0,2380.0,2320.0,2320.0,6126400,0.0,0.0,-0.4102,-0.0002,0.0258,0.0002,-0.0236,0.0005,0.1121,-0.5093,0.2668,0.1139,-0.0014,0.0,0.058,-0.5204,0.0054,0.0288,0.5026,-0.1428,2.4,-0.0144,0.1469,-0.0474,-0.3465,-0.239,-0.6421,0.0056,0.1191,0.0014,-0.0468,-0.043,0.1193,0.008,-0.0672,0.0026,0.0234,-0.3927,0.2125,-0.2355,0.1327,-0.4662,-0.7095,0.5907,-0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,2330.0,2370.0,2330.0,2370.0,4080500,0.0117,0.0047,-0.27,-0.0054,-0.0446,-0.0012,0.0005,0.0064,-0.1679,-0.4455,0.0777,-0.4197,-0.0136,-0.0094,-0.0007,-1.1,0.0113,0.2367,0.0833,-0.1657,-0.2777,-0.0455,-0.1022,0.0002,-0.7358,-0.0111,-0.4939,-0.0237,0.0293,0.0014,-0.4347,-0.0757,-0.0811,0.0118,0.0183,0.0002,-0.0003,0.3273,1.7,0.0118,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
