Date,Close,High,Low,Open,Volume,DH,IF,AZ,YP,AT,HD,XL,SQ,CC,KK,BQ,PD,HP,XC,ZP,NI,YB,OD,RO,LG,LS,EP,DX,DR
2026-08-24,250.0,256.0,248.0,256.0,274200,0.0,0.0,-0.0125,0.0219,0.0,0.0003,0.0025,0.0,0.018,0.0007,0.0,-0.0234,0.0,0.0017,0.0004,0.0003,0.0,-0.0033,0.0,0.0,-0.0038,-0.0005,-0.0025,0.0002
2026-08-26,252.0,256.0,244.0,252.0,424900,-0.0048,0.0,0.0216,0.0006,0.0,-0.0003,-0.0085,0.0,-0.0647,0.0,0.0132,0.0393,0.0,-0.0013,0.0012,0.0001,0.0002,-0.0003,0.0,0.0037,0.0,0.0,0.0,0.0
2026-08-27,252.0,252.0,244.0,250.0,139000,-0.0003,0.0,0.0075,0.0013,0.0,-400.0,0.0024,0.0,-0.003,-0.0005,0.0,-0.0095,0.0,-0.0014,0.0036,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,248.0,258.0,244.0,254.0,224300,0.0001,-0.0098,0.0139,0.0032,-0.0001,0.0017,-0.0048,-0.001,-0.0093,0.0003,-0.0029,0.002,0.0,0.0016,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
