Date,Close,High,Low,Open,Volume,AI,LG,PD,AT,CP,RO,NI,SQ,EP,XL,BK,YB,YU,KI,AZ,IN,AK,GR,CC,KK,AG,DX,YP,OD,DH,BB,XC,TP,HD,HP,ZP,QA,IT,DD,YJ,IF,CD,IU,RX,BQ,PC,DR,ES,MG,XA,PG
2026-08-24,1740.0,1755.0,1735.0,1755.0,961100,0.0,-0.001,0.0134,-0.0003,0.0,0.0005,0.0053,0.0655,0.0,0.609,0.0,0.0,0.2506,0.0002,0.0,0.0,-0.6172,-0.0009,-0.2541,0.025,0.0212,0.0012,-0.0037,0.0719,0.0026,-0.3484,-0.0019,0.0007,-0.0031,0.0003,0.1629,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,-0.0007,0.0,0.0,0.0,-0.0002
2026-08-26,1705.0,1740.0,1700.0,1740.0,3087700,0.0,0.0024,0.0862,0.0057,0.0,0.0048,0.4019,0.1908,0.0051,1.5,0.0249,-0.0317,0.3551,0.0554,0.0087,0.0,-0.9525,0.0607,0.4799,0.0391,0.0009,-0.0138,0.1851,0.1765,-0.0208,-1.3,0.142,0.0012,-0.0019,0.0,-0.2535,-0.0009,0.0,0.0,0.0,-0.0849,0.0172,0.0017,-1.1,0.0012,0.0012,-0.0579,-0.0002,-0.0049,0.0171,0.0
2026-08-27,1710.0,1720.0,1705.0,1705.0,8285400,0.0257,0.014,0.5569,0.0,0.0046,0.0063,0.0434,0.3862,0.0142,0.4968,1.4,0.0,0.1207,0.0,0.0172,6.0,-12.9,0.0,2.2,0.0441,0.0,0.0,0.1809,0.0265,0.0022,0.0,0.6251,0.0,0.0024,0.0091,0.2048,0.0029,-0.0034,0.0079,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1715.0,1725.0,1705.0,1715.0,2794600,0.0043,0.0859,0.4859,0.0058,0.0014,0.0086,0.3508,0.0336,0.0074,0.5765,0.0607,0.0058,0.2557,0.0077,0.0029,1.2,-3.6,0.0745,0.322,0.0407,0.0091,0.0015,0.0778,0.0162,0.0014,-0.7672,0.8045,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
