Date,Close,High,Low,Open,Volume,YB,CC,AT,NI,YP,KK,HD,XC,AZ,GR,XL,OD,SQ,KI,PD,AK,EP,XA,FS,AG,TP,BQ,ZP,DR,LG,YJ,SA,CP
2026-08-24,610.0,620.0,605.0,605.0,351000,-0.0289,-0.0134,0.0,0.0276,0.0273,0.0,-0.0001,-0.0196,0.0,0.0,-0.0224,-0.0002,0.0006,0.0431,-0.0125,0.0001,-0.0653,0.0,0.0366,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0258
2026-08-26,580.0,625.0,580.0,620.0,1024100,0.0013,0.155,0.0,-0.0294,-0.0567,-0.0111,-0.0,0.0081,0.0,-0.0232,0.0003,0.0007,-0.0008,0.0533,-0.0123,-0.0001,0.0426,0.0,-0.0941,0.0,0.0021,0.0,0.0006,0.0002,-0.0026,0.0024,0.006,-0.0422
2026-08-27,590.0,610.0,575.0,580.0,186000,-0.0017,0.0111,0.0,0.0001,0.0109,0.0118,0.0001,-0.0513,0.014,0.0,0.0011,0.0011,0.0,0.0015,-0.0018,-0.0001,-0.0042,0.0,0.0006,0.0059,0.0006,-0.0002,0.0006,0.0,0.0,0.0,0.0,0.0
2026-08-28,600.0,610.0,590.0,600.0,723900,-0.0,-0.1031,-0.015,0.0061,-0.0136,0.0095,-0.0001,0.0006,0.002,0.0015,-0.0261,-0.0707,0.3,0.0196,-0.0006,-0.0001,-0.1102,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
