Date,Close,High,Low,Open,Volume,AG,PC,HP,QA,RG,GR,LS,MU,YP,LG,OD,CP,XA,PD,DH,AK,BK,NI,CC,RO,AZ,RF,EP,HD,ZP,SQ,SA,KI,AI,YU,AT,TP,KK,XL,YB,ZR,CD,DX,BQ,XC,YJ,AO,IF,DR,MG,DU,OK,FS,BR,PG,ES,FZ,SH
2026-08-24,230.0,246.0,224.0,236.0,148295800,0.0956,0.0,0.0067,0.1731,0.0049,-0.0374,0.0,0.0,-0.1146,-0.0223,-0.0708,0.3999,-0.0074,-0.4863,-0.0869,0.1026,0.0109,0.0495,-0.1319,-0.0121,-0.0291,0.0,0.0468,-0.0177,-0.2378,-0.0577,0.0,-0.2095,0.0,0.001,0.0182,-0.2252,0.2677,-0.6858,0.1447,0.0,-0.0029,0.0,-0.1637,-0.0784,-0.12,0.0593,0.0387,-0.0245,1.4,-0.0242,0.0097,0.0001,-0.0059,0.0,-0.0024,-0.0016,0.0053
2026-08-26,196.0,234.0,196.0,234.0,112601900,0.0113,0.0,0.0524,-0.0915,-0.0043,-0.2927,0.0,0.0,-0.8952,0.0385,0.1383,-0.1287,-0.3526,0.1291,-0.025,2.5,-0.0105,0.4021,0.6136,-0.0002,-0.1982,0.0,-0.0148,-0.0004,0.1096,-0.2416,0.0,-0.444,0.0014,0.0928,0.0136,-0.2263,-0.2206,2.2,-1.6,0.0,0.0002,-0.0697,-0.0497,0.0931,0.0003,0.0199,-0.005,-0.1071,-1.4,-0.0294,-0.0083,-0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-27,232.0,232.0,193.0,196.0,180648200,-0.1132,0.0,0.0041,0.0575,0.0109,-0.0192,0.004,0.0216,-0.6192,-0.0392,-0.1583,-0.1978,-0.0066,-0.3304,-0.0059,0.5682,0.0274,-0.2933,-0.3402,0.0043,0.0973,-0.018,0.0345,-0.004,-0.0858,-0.0048,0.0,-0.009,0.0,-0.0951,-0.0067,0.0772,-0.2464,-0.1717,0.8849,0.0,-0.1059,0.0467,-0.0141,-0.141,0.0135,-0.022,-0.0348,0.0219,1.2,0.0001,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,222.0,236.0,212.0,234.0,91451500,0.0463,0.0008,-0.0473,-0.0004,-0.0044,0.0914,-0.0006,0.0001,-0.4749,0.13,0.2108,-0.3959,0.0341,0.2398,0.0214,-2.1,-0.0065,0.2142,0.3501,-0.0026,0.4288,-0.022,-0.0018,0.0023,-0.0012,0.096,0.0016,-0.0022,0.005,-0.0002,0.0444,-0.3622,-0.3464,1.2,0.325,0.047,-0.0329,-0.0819,0.139,0.4562,0.375,-0.013,0.0233,0.0028,-0.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
