Date,Close,High,Low,Open,Volume,TP,YB,AT,MG,XL,PD,KK,PG,DR,LG,DH,YU,QA,NI,XA,KI,AZ,YP,CP,TF,CC,EP,DX,BQ,XC,GR,OD,BK,RO,SQ,HD,FZ,BF,PO,IF,AI,PC,ES,ZR,YJ,FS,HP,AG,ZP,JB
2026-08-24,183.0,189.0,183.0,187.0,2118400,0.0,-0.0015,0.0,0.0064,-0.1048,0.0035,-0.0062,-0.0561,0.0,0.0003,0.0009,0.0,-0.002,0.0012,-0.0011,0.0,-0.0004,0.0568,0.0489,0.0,0.0435,-0.005,0.0,0.0002,0.0037,0.0083,0.0005,0.0,0.0,0.0018,0.0,0.0,0.0,0.0002,0.0002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,-0.0011
2026-08-26,180.0,185.0,179.0,183.0,1373000,-0.0005,-0.0005,0.0,0.0209,-0.049,-0.0041,0.0038,0.0,0.0,0.0,0.0008,0.0,0.0,0.0055,0.011,0.0,0.0,0.0654,-0.0019,0.0,-0.0531,-0.0014,0.0,-0.0001,-0.0022,0.0,-0.0002,0.0,-0.0005,0.0054,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0004,0.0
2026-08-27,202.0,236.0,196.0,196.0,77406600,-0.0027,-0.0082,-0.0045,-0.0475,0.9221,0.1618,0.023,0.0,-0.0076,0.0065,0.0207,0.0001,0.0009,-0.0425,-0.005,0.0005,0.0333,-1.0,-0.0953,0.0017,0.0915,-0.0122,0.0023,-0.0535,0.2037,-0.0544,0.0445,0.0,-0.0002,-0.008,-0.001,0.0,-0.064,-0.0002,-0.0158,-0.0352,-0.0001,-0.0089,0.002,-0.0198,-0.0009,-0.0024,0.0225,0.0002,0.0
2026-08-28,195.0,206.0,193.0,202.0,5432200,0.0,0.0024,0.0665,0.0218,-0.3121,-0.0252,-0.0047,0.0002,-0.002,-0.0001,0.0009,0.003,-0.0001,0.0151,0.0414,0.0004,0.0135,0.0051,0.0402,0.0001,0.054,-0.0014,-0.0024,-0.0077,0.0256,-0.004,0.0029,-0.0009,0.0003,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
