Date,Close,High,Low,Open,Volume,AT,AZ,BR,AK,CC,YP,EP,XC,XL,PD,NI,OD,KI,KK,BQ
2026-08-24,250.0,254.0,246.0,252.0,61300,0.0,-0.0007,0.0065,-0.0019,-0.0076,0.0,-0.0006,0.0025,0.0005,0.0,0.0013,0.0002,0.0,0.0,-0.0003
2026-08-26,242.0,250.0,240.0,250.0,193100,0.0,0.0,0.0306,-0.0015,-0.0285,0.0,0.0,0.0,0.0024,0.0022,0.0002,-0.0049,-0.0004,-0.0,0.0
2026-08-27,238.0,242.0,236.0,240.0,187900,0.0,-0.0012,0.0267,-0.0021,-0.0016,0.0,0.0,-0.0003,-0.0229,0.0005,0.0006,0.0003,0.0,0.0,0.0
2026-08-28,244.0,246.0,238.0,240.0,221700,0.0001,-0.0384,0.0016,-0.0051,-0.0014,0.0002,-0.0,0.0316,0.0113,0.0,0.0,0.0,0.0,0.0,0.0
