Date,Close,High,Low,Open,Volume,DH,NI,YP,AT,MG,XL,SQ,CC,KK,YJ,PD,GR,OD,ZP,IF,XC,DR,XA,AZ,TF,BQ,RO,HP,BF,CP
2026-08-24,1355.0,1400.0,1315.0,1380.0,207300,0.0135,-0.0052,0.0076,0.0003,0.0,-0.0645,0.0,-0.0121,-0.0082,0.0011,0.0086,-0.0021,-0.0065,-0.0006,0.0004,-0.0017,0.0,0.0,0.0,0.0,-0.0001,-0.0007,0.0011,0.0684,0.0007
2026-08-26,1380.0,1405.0,1345.0,1355.0,102000,-0.0001,0.0028,-0.0059,-0.0001,-0.0286,0.0528,-0.0001,0.0009,-0.0284,0.0006,-0.0085,0.0045,-0.0085,0.0,0.0,-0.001,0.0228,0.0001,-0.0,-0.0014,-0.0,-0.0018,0.0,0.0,0.0
2026-08-27,1380.0,1395.0,1365.0,1375.0,24200,-0.0127,-0.005,0.0,-0.0001,-0.007,0.0107,0.0,-0.0006,-0.0028,0.0025,-0.0027,0.0029,0.0048,0.0,0.0032,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1385.0,1405.0,1365.0,1405.0,42200,0.0026,0.0133,-0.0418,0.0035,0.0027,-0.0022,-0.0003,-0.0004,0.0011,0.0021,0.0004,0.0209,-0.0021,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
