Date,Close,High,Low,Open,Volume,AK,TP,BR,YB,AT,XL,HD,MG,KK,DR,HP,IH,LG,DH,QA,NI,DU,FZ,ZP,KI,IF,XA,YP,AZ,SQ,CP,CC,EP,DX,CD,BQ,PD,GR,OD,BK,RO,XC,YU,AI,PC,IN,AO,SF,MU,FS,YJ,TF,AG,LS,SA
2026-08-24,58.0,60.0,57.0,60.0,172529300,-0.7078,-0.0256,0.1462,-0.0506,0.0448,-0.3254,0.0748,-1.4,0.0445,0.1403,0.0,0.0591,0.0,0.0096,0.0,0.1956,0.0,0.2117,-0.0809,0.0,0.0236,0.5321,1.2,0.1941,-0.2728,0.3259,-0.9573,0.0493,0.0,0.0,0.0632,0.157,0.1909,0.0301,-0.098,0.0215,0.175,0.0,0.0175,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0164,0.0073,-0.0029
2026-08-26,56.0,59.0,55.0,58.0,164406600,-1.0,0.0115,0.3314,-0.0132,0.1406,-0.9222,-0.0243,0.0129,0.0866,0.1751,0.0001,0.0972,0.0846,-0.0012,-0.0039,-0.1758,0.0,0.1697,0.003,0.0,-0.0005,0.4024,0.602,-0.0068,0.0045,-0.1091,0.0098,0.0844,-0.036,0.0001,0.1138,0.1332,0.0712,-0.0607,-0.0426,0.0386,-0.0346,-0.0626,-0.0002,0.0,0.0,0.0,-0.0196,-0.0,0.0028,-0.057,0.0003,0.0019,0.0,0.0
2026-08-27,58.0,60.0,55.0,56.0,159870100,1.7,-0.0111,-0.4531,-0.026,-0.0853,0.0442,-0.089,-0.054,-0.0963,-0.1689,-0.0209,0.0,-0.0121,0.0,-0.0043,-0.063,-0.029,-0.0954,0.3314,0.0,-0.1368,-0.6028,-0.0588,-0.045,0.0045,-0.1153,0.154,0.0,0.0,0.0001,-0.2172,-0.0953,0.08,0.0,0.2481,-0.0217,0.0146,0.0001,-0.0189,0.0001,-0.0022,-0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,59.0,60.0,57.0,58.0,100617200,0.2513,0.0016,0.2729,0.0016,-0.2203,0.3627,0.0058,-0.0227,0.0047,-0.0728,-0.0011,-0.1903,0.0213,-0.0084,0.0114,0.071,0.0413,-0.2906,0.1822,0.0004,-0.0,-0.4334,-0.1252,-0.0005,-0.0167,0.0909,0.1263,-0.1975,0.0529,0.0,-0.0008,-0.1772,0.0001,0.1017,-0.1349,-0.0023,0.2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
