Date,Close,High,Low,Open,Volume,HP,EP,HD,SQ,GR,YP,OD,TP,CP,KK,XL,YB,CD,XC,PD,DH,YJ,NI,CC,DR,MG,RO,AZ,AG,FZ,KI,AI,YU,LG,AT,IC,DX,BQ,IN,ZP,LS,IU
2026-08-24,17.0,17.0,16.0,17.0,11011500,0.0,0.0049,0.0,0.0,-0.0036,0.0631,0.0026,0.0,-0.0002,0.0,0.0009,0.0034,0.0002,-0.004,0.0058,0.0,0.0,0.0009,-0.0071,0.0,0.0228,0.0,-0.0002,0.0,0.0,0.0,0.0,-0.085,-0.0025,0.0032,0.0,0.0,0.0,0.0,-0.0001,0.0033,-0.0085
2026-08-26,16.0,16.0,16.0,16.0,24019800,0.0001,0.0122,0.0,0.0032,-0.0161,-0.0727,0.0117,0.0001,-0.08,0.0081,0.0556,0.0036,0.0004,0.017,0.0238,0.0002,0.0,0.0161,0.0107,-0.032,0.0314,0.0,0.0,0.0,0.0,0.0,0.0032,0.0033,0.0001,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-27,15.0,15.0,15.0,15.0,42472400,0.0008,0.0003,0.0,0.0084,-0.0296,0.0373,0.0144,0.0,0.0155,0.0107,0.1215,-0.0219,0.0002,0.0111,0.0034,0.0012,0.0,0.0087,-0.002,-0.0074,0.0465,0.0,0.0139,0.0004,0.0016,0.0,0.0009,0.0001,0.0017,0.0015,-0.24,0.0003,-0.0146,0.015,0.0,0.0,0.0
2026-08-28,16.0,16.0,15.0,16.0,9639500,0.0,-0.0006,0.0002,0.0009,-0.0165,0.0256,-0.006,0.0,0.003,-0.0,-0.0148,0.0015,0.0002,0.0082,-0.0005,0.0027,0.0013,0.0021,-0.0084,0.0,0.0011,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
