Date,Close,High,Low,Open,Volume,SH,CC,XL,XC,XA,SQ,YP,NI,MG,KK,GR,AZ,LG,AI,TF,PD,YJ,EP,DH,AH
2026-08-24,50.0,50.0,50.0,50.0,5260300,0.0,0.0,-0.009,0.0014,0.0,0.0,-0.0043,0.0003,0.0,0.0002,-0.0174,0.0,0.0,-0.005,-0.0,0.0001,0.25,-0.1908,-0.0005,-0.025
2026-08-26,50.0,50.0,50.0,50.0,224800,-0.006,0.0,-0.0047,0.0001,0.0,0.0,0.0004,0.0013,0.005,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,50.0,50.0,50.0,50.0,81000,-0.0041,0.0002,0.0006,0.0004,0.0,0.0,0.0025,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,50.0,50.0,50.0,50.0,61600,-0.0026,0.0,0.0023,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
