Date,Close,High,Low,Open,Volume,AK,NI,XA,YP,XL,HD,CP,CC,EP,FS,HP,OD,XC,DH,LG,PD,RO,AT,QA,AG,CD,BQ,KK
2026-08-24,905.0,935.0,900.0,935.0,470300,0.0038,0.0,0.4045,-0.0,-0.0063,-0.4036,-0.0003,0.0031,0.0041,-0.0048,0.001,0.002,-0.0005,0.0,0.0,0.0012,0.0,0.0,0.0,-0.0041,0.0,0.0,-0.0001
2026-08-26,900.0,965.0,890.0,960.0,46700,-0.0002,-0.0,0.0,0.0034,0.0055,0.0,-0.0008,0.0039,-0.0,-0.0049,-0.0001,0.0001,-0.0024,0.0,0.0,0.0003,0.0,-0.0,-0.0001,-0.0048,0.0002,-0.0001,0.0
2026-08-27,900.0,925.0,885.0,900.0,15000,0.0,0.0002,0.0,-0.0008,-0.0083,0.0,0.0,-0.0001,0.0108,-0.0033,0.0001,0.0,0.0015,0.0001,-0.0001,-0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,910.0,920.0,885.0,915.0,466800,-0.0005,-0.0002,-0.397,-0.0002,0.0108,0.397,0.0004,-0.0007,0.0032,-0.0127,0.0001,-0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
