Date,Close,High,Low,Open,Volume,AG,HP,GR,LS,KZ,YP,LG,OD,MI,CP,XA,PD,DH,AK,BK,NI,CC,RO,FS,AZ,ES,EP,ZP,HD,SQ,KI,AI,YU,AT,TP,KK,XL,ZR,YB,DX,BQ,XC,YJ,IF,DR,QA,SH,TF,AO,MG,CD
2026-08-24,204.0,212.0,202.0,212.0,13115400,-0.0467,0.0,-0.0364,-0.0208,0.0,-0.45,-0.0338,0.0943,0.0,-0.0062,0.0,0.083,0.0,-0.0055,-0.0422,0.0067,-0.3414,0.0001,-0.0082,0.0381,0.0913,0.0618,-0.0018,0.0,0.0083,0.0013,0.0,0.0,1.0,-0.3546,-0.0085,-0.1193,0.0,0.0066,0.0,0.0021,0.086,0.0002,0.0,0.0311,0.0002,0.0,0.0,-0.0049,-0.0424,0.0
2026-08-26,206.0,208.0,200.0,204.0,8502200,-0.0046,-0.0006,-0.0024,-0.0416,0.0251,-0.0714,-0.0138,-0.0259,0.0,0.0,0.0021,-0.0432,-0.001,0.0077,0.0056,-0.0332,-0.1959,-0.0408,-0.1654,0.0001,0.0227,0.0033,-0.1025,0.0,0.0532,-0.0024,-0.001,0.0,0.9962,0.0438,-0.0128,-0.0862,0.0,-0.0117,0.0,0.0,-0.0761,-0.1166,-0.0043,-0.0929,0.0,0.0,0.0,0.0,-0.0124,-0.0007
2026-08-27,206.0,214.0,200.0,206.0,10430900,-0.0029,0.0052,0.0396,0.0606,0.0,-0.0173,0.0,0.0592,0.0,-0.057,0.0,0.1852,0.0083,-0.0121,0.008,0.0103,-0.155,-0.0249,0.124,-0.0003,0.0,-0.0378,-0.1592,0.0106,-0.031,0.0058,0.0041,0.0,0.343,-0.0631,-0.0727,-0.4766,0.0,-0.0,0.0004,0.0002,0.1994,0.0004,0.0,0.0559,-0.0001,-0.0095,-0.0013,0.0,0.0004,0.0
2026-08-28,199.0,206.0,197.0,206.0,13212800,-0.0045,-0.1146,0.0063,-0.0009,0.0004,-0.0621,0.0152,0.0169,0.005,0.0351,0.1803,0.0586,0.1047,-0.0903,-0.0225,0.0792,-0.2879,0.1052,-0.0039,0.0037,0.1071,0.0132,0.0974,-0.1916,0.1362,-0.0,0.0006,-0.1004,0.002,-0.435,0.0541,0.2157,0.0002,-0.0071,0.0105,-0.0084,0.0507,-0.0018,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0
