Date,Close,High,Low,Open,Volume,SF,AT,CP,BR,RO,ZP,NI,SQ,IF,QA,XL,YB,CD,FS,AZ,KI,IN,AG,YP,DH,OD,IU,RG,PO,XC,AI,LG,PD,BQ,HP,SH,EP,PC,AO,DR,BK,YU,AK,GR,CC,KK,YJ,XA,TP,BS,HD,MG,TF,DX,EL,GI
2026-08-24,416.0,430.0,412.0,426.0,85630500,0.0247,-0.012,-0.0321,0.1935,-0.013,-1.2,-0.9263,-0.0415,0.0134,-0.0089,0.6282,0.02,0.0,-0.4189,0.5696,0.0,0.9537,-0.3479,-0.6521,0.0019,0.0619,0.593,0.0,0.1165,-0.2847,0.0099,0.1687,0.0055,-0.3913,0.3623,0.2581,0.0143,-0.1056,0.0207,-0.055,-0.1735,0.1303,-0.0147,0.0408,0.3013,0.5565,0.0,-0.4247,-0.1923,0.0,-0.0018,0.2382,0.0,0.0039,0.0,0.0124
2026-08-26,408.0,418.0,402.0,416.0,77455800,0.077,-0.0086,0.1647,0.0,0.0192,0.4874,6.6,0.0298,0.0,0.0087,-4.4,0.0265,0.0,0.0,0.2156,0.0,1.5,0.5577,0.7944,-0.1554,0.0172,0.1711,0.0,0.4492,-0.0881,-0.0102,0.1604,-0.0001,0.3723,0.0156,-0.0163,-0.0743,0.4567,0.0,-0.006,-2.2,0.08,-2.1,-2.0,-0.9122,0.1658,0.0,0.0291,-0.0547,0.0163,0.0,-0.5239,-0.0015,0.0122,0.0162,0.0
2026-08-27,416.0,418.0,406.0,406.0,57098900,0.0,0.0,-0.1786,-0.1923,0.0,-0.1673,3.1,-0.1045,0.0036,0.001,-0.0529,0.0414,0.0,0.0,-0.584,0.0,-0.3909,-0.345,-0.3481,0.0045,-0.0236,-0.772,0.0,-0.2366,-0.6901,-0.0169,-0.0621,-0.0863,-0.696,-0.2585,-0.3227,-0.0409,0.1148,0.0,0.008,1.3,-0.0141,0.6093,-0.034,0.2633,0.1437,0.0103,-0.016,-0.0501,0.0653,0.0116,-0.0093,0.0,0.0,0.0,0.0
2026-08-28,418.0,428.0,412.0,416.0,104320400,-0.0134,-0.0054,0.617,0.0584,0.0005,0.6973,-0.2363,0.1237,0.0047,-0.0171,3.1,0.0948,0.0053,-0.209,-0.6161,-0.0058,-0.2577,-0.112,0.845,0.044,-0.1259,0.0921,0.0004,-0.1259,-0.0669,0.0021,-0.8694,-0.904,0.2453,-0.5728,0.1168,-0.2428,-0.028,-0.0067,0.0907,2.8,0.0416,-1.7,-0.2517,-0.9355,-0.2311,-0.0744,-1.2,-0.0609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
