Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,DH,YU,IF,QA,AI,XA,FZ,KI,YP,CC,DX,MI,BQ,PD,GR,OD,XC,AK,BR,MG,AT,YJ,FS,DR,HP,AO,LG,NI,AZ,SQ,CP,EP,CD,RO,ZP,BS,TF
2026-08-24,110.0,113.0,109.0,111.0,3002200,-0.0,0.0,0.2336,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,-0.0077,-0.04,0.0,0.0,0.0,-0.0185,0.0,-0.0036,-0.0058,-0.0144,0.0,-0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,-800.0,-0.0016,-0.0358,-0.0177,-0.0938,0.0,-0.0003,0.0,0.0,0.0
2026-08-26,108.0,112.0,108.0,110.0,2197400,-0.0001,0.0,0.0603,-0.0005,0.0,0.0044,0.0055,0.0218,0.0002,0.0,0.0,0.0,0.0,0.0002,-0.0081,-0.0596,0.0,0.0083,-0.0065,0.0076,0.0,0.0,0.0031,-0.0106,0.0,-0.0151,0.0,0.0,0.0,0.0006,0.0001,0.0,0.0,-0.0001,0.0012,-0.0011,0.0008,-0.0123,0.0,-0.0002,0.0,0.0,0.0
2026-08-27,112.0,114.0,108.0,109.0,13754700,-0.0006,-0.0531,0.9118,0.0002,0.0,-0.0181,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,-0.0002,-0.4955,-0.0439,0.0,0.0027,0.0045,-0.0313,-0.0152,-0.0161,-0.1948,-0.0186,0.0,0.0,-0.0011,0.0,-0.0006,-0.0237,0.0,0.0,0.0,-0.0002,0.0118,-0.1799,0.0005,-0.0013,0.0,0.0011,0.1599,-0.0003,0.0017
2026-08-28,118.0,129.0,111.0,113.0,71233900,-0.001,0.1097,-0.1454,-0.001,-0.0007,-0.0571,0.0166,-0.0662,0.0005,-0.0047,0.0304,0.0283,-0.0014,-0.0177,0.0774,0.1026,0.0078,-0.0119,0.0269,-0.299,0.0095,0.0226,-0.0268,-0.0071,0.0013,0.0462,-0.0064,0.02,-0.0006,0.1477,-0.0019,0.013,-0.0032,-0.0515,-0.0965,-0.3229,0.1938,0.0988,0.0031,0.0051,0.1618,0.0,0.0
