Date,Close,High,Low,Open,Volume,CC,YP,XL,KK,AI,PD,CP,RO,BQ,ZP,NI,SQ,XA,DH,OD,XC,TP,YU,YJ,EP,DR,LS
2026-08-24,1225.0,1240.0,1205.0,1215.0,13400,0.0007,0.0,-0.0046,0.0,0.0,0.0004,0.0001,-0.0008,0.0002,0.0,0.0001,-0.0002,0.0,0.0009,-0.0001,0.0083,0.0,0.0,0.0,0.0,0.0,-0.0049
2026-08-26,1200.0,1250.0,1200.0,1225.0,38600,0.0131,-0.0004,0.0028,0.0,0.0,-0.0004,0.0,0.0,0.0,0.0,0.0004,0.0001,0.0065,0.0006,0.001,-0.0074,0.0,-0.0006,-0.0276,-0.0001,0.012,0.0
2026-08-27,1245.0,1260.0,1145.0,1200.0,42200,0.0013,-0.0022,0.0044,0.0,-0.0019,0.0036,0.0027,0.0001,-0.0,0.0024,-0.0001,-0.0,-0.006,-0.0004,-0.0,-0.0043,0.0004,0.0,0.0,0.0,0.0,0.0
2026-08-28,1230.0,1235.0,1230.0,1235.0,3400,-0.0041,0.0005,0.0006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
