Date,Close,High,Low,Open,Volume,AK,SF,TP,BR,YB,AT,XL,MG,ZR,PD,KK,DR,HP,IH,AO,LG,DH,QA,NI,DU,XA,AZ,SQ,YP,PC,CP,AR,EP,CC,BQ,XC,GR,OD,BK,RO,EL,MU,AD,SH,PG,IF,DX,HD,AG
2026-08-24,342.0,372.0,320.0,350.0,4274400,0.0,0.0,0.0,0.0,-0.0083,0.0,0.0351,0.0004,0.0,-0.2287,-0.0015,-0.0337,-0.0205,0.0,0.0133,-0.0004,0.005,0.0,-0.0559,0.0,-0.0941,0.0015,-0.0001,0.0175,0.0,0.474,0.0,0.0049,-0.15,0.0016,0.0346,-0.0008,0.0122,0.0,-0.0183,0.0,0.0,0.0171,-0.0084,0.0,-0.0003,0.0051,-0.0014,-0.0
2026-08-26,328.0,346.0,318.0,342.0,2551300,0.0,0.0,0.0,0.0,-0.0042,0.0,0.0691,-0.0172,0.0,-0.0538,0.0062,-0.0235,0.0002,0.0,-0.0,0.0,0.0029,0.0,0.0106,0.0,-0.0174,0.0049,-0.0001,-0.0061,0.0,0.1287,0.0,0.0147,-0.1623,0.0008,0.0322,0.0017,0.0233,-0.0073,0.0009,0.0,0.0,-0.0002,-0.0082,0.0033,0.0007,-0.0,0.0,0.0
2026-08-27,336.0,346.0,318.0,318.0,1797700,0.0015,0.0,0.0028,0.0,0.001,0.0,0.1512,0.0,0.0,-0.1444,0.0175,-0.0169,0.0006,0.0,-0.0217,0.0,-0.0051,-0.001,-0.0003,0.0,-0.0022,0.0,0.0003,0.0124,0.0,0.0476,0.0,-0.0017,-0.0485,0.001,0.0081,-0.0003,-0.0005,0.0021,0.0,0.0,-0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,330.0,346.0,302.0,336.0,7303100,-0.0002,0.064,-0.0024,0.0405,0.0,0.0609,0.196,-0.0,0.0515,-0.2264,0.0475,0.0101,-0.0001,0.089,0.0004,0.0003,0.0033,0.0003,0.0506,0.0064,-0.0314,0.0555,0.0005,-0.0736,0.0292,-0.3976,0.0677,0.0049,-0.1036,0.0074,0.0163,0.0042,-0.0114,-0.0237,0.0016,0.0622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
