Date,Close,High,Low,Open,Volume,BS,AK,TP,BR,YB,AT,XL,HD,KK,SH,FS,DR,LG,DH,IF,NI,AI,XA,KI,YP,AZ,SQ,CP,CC,EP,CD,BQ,PD,GR,XC,OD,RO,ZP,YU,QA,DU,AR,MG,RF,TF,AG,BK,II,PO,YJ,HP,ID
2026-08-24,118.0,122.0,118.0,119.0,17743700,0.0,0.0791,-0.0216,0.0,-0.0769,-0.0005,0.1474,-0.0,0.0243,0.0,0.1048,-0.0056,-0.2218,0.0046,-0.006,0.0245,0.0,0.0367,-0.0014,0.0804,-0.0014,0.3118,0.128,-0.203,-0.0108,0.0,-0.2141,-0.1969,-0.0951,-0.0178,0.0466,0.0001,0.0006,-0.0018,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0851,0.0,0.0,0.0,0.0,0.0
2026-08-26,117.0,121.0,117.0,119.0,30767300,0.0,-0.0397,-0.0125,0.0,-0.0029,0.0064,0.0432,0.0049,0.1049,0.0646,-0.105,0.0569,-0.1904,-0.067,0.0016,0.0187,-0.0107,-0.0482,0.0,0.1699,-0.0,0.0071,0.0001,-0.219,-0.0107,0.0,0.0172,0.2178,-0.0102,-0.0253,0.2521,0.0,0.0458,0.006,0.0001,0.0,0.473,-0.7095,0.0,0.0,0.0364,-0.0654,0.0059,0.0,-0.0166,0.0005,0.0
2026-08-27,120.0,121.0,117.0,117.0,13325600,0.0,-0.0237,-0.0192,0.0,-0.0034,0.0035,-0.1097,-0.0041,0.1807,0.0,0.0001,-0.0588,0.1871,-0.0184,0.0,-0.0496,-0.0059,0.0002,0.0,-0.1514,0.0,0.0011,0.0533,0.1086,-0.0018,0.0,0.0012,-0.033,0.0001,-0.0022,-0.023,0.0,-0.001,0.0012,0.0,-0.0001,0.117,-0.019,-0.0018,-0.0009,-0.1183,-0.0089,0.0,0.0,0.0,0.0,0.0
2026-08-28,120.0,122.0,118.0,121.0,14937000,0.0031,0.0449,-0.0425,0.238,0.0004,0.0619,0.2511,0.0,0.1948,0.0593,0.0303,0.0059,0.0001,-0.0022,0.0001,-0.018,0.0024,0.0002,0.0013,0.0383,-0.0,-0.0324,-0.1192,-0.2746,-0.0049,-0.1369,-0.0317,0.0052,0.0016,-0.0301,-0.2463,-0.0013,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
