Date,Close,High,Low,Open,Volume,AK,TP,BR,YB,MG,XL,AT,KK,YJ,DR,PG,LG,DH,YU,QA,NI,AI,XA,KI,ZP,YP,SQ,CP,CC,EP,AG,BQ,PD,GR,OD,BK,XC,HD,ZR,LS,HP,IU,RO,SH,FS,IF,AZ,DX,IN,AO
2026-08-24,195.0,202.0,184.0,186.0,15093800,0.0645,0.1027,0.0,-0.0164,-0.0126,-0.3904,-0.093,-0.0241,0.1196,0.0,0.0,-0.0642,0.0019,-0.0002,-0.0,-0.0268,-0.004,0.0042,0.0,0.0553,-0.077,0.0074,-0.0015,0.2729,0.0083,-0.0024,0.0126,-0.0393,0.0049,0.0679,0.0473,-0.1269,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0001,0.0633,-0.0019,0.0708,-0.0199,-0.0019,-0.0009
2026-08-26,178.0,198.0,178.0,196.0,9501000,0.0076,-0.0022,0.0099,0.0,0.0,0.3557,0.0,0.0118,0.0,-0.0004,0.0,-0.1227,0.0004,0.0,0.0,-0.0127,-0.0021,0.01,0.0002,-0.0823,0.051,0.0097,-0.1574,-0.1627,-0.0319,0.1126,-0.0129,0.0072,-0.0008,-0.2128,-0.0581,0.0229,0.0,0.0,0.0,0.0,0.0777,0.06,0.0003,0.0716,0.0722,0.0001,-0.0218,0.0,0.0
2026-08-27,179.0,185.0,177.0,178.0,7941600,-0.0069,-0.0007,0.0,0.0,0.0009,0.1315,-0.0794,0.0231,0.0,0.018,0.178,-0.078,-0.0022,0.0,0.002,0.0023,0.0,-0.0625,0.0002,0.0084,-0.0542,0.0157,0.0,-0.1093,0.0139,0.0762,0.0159,0.0464,0.0023,-0.1191,0.042,0.0172,-0.2929,0.0018,0.0054,0.0008,0.2031,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,172.0,183.0,168.0,180.0,11039300,-0.0019,0.0062,0.0019,-0.0172,0.2915,0.3148,0.0831,-0.0572,0.0023,0.0191,-0.0541,0.0119,0.0005,-0.0,0.0019,0.0055,0.002,0.0309,0.0002,-0.3806,-0.2797,0.009,0.2537,-0.1867,0.0062,-0.0043,0.0009,-0.0029,0.0033,-0.1272,-0.0239,0.0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
