Date,Close,High,Low,Open,Volume,AT,KK,XL,XA,EP,SQ,BQ,PD,XC,DH,YP,NI,CC,LG,OD,RO,CP,QA,YB,ZP
2026-08-24,197.0,197.0,195.0,197.0,129200,0.0,0.0001,0.0087,0.0,-0.0001,0.0,0.001,-0.0021,0.0004,0.0012,-0.0006,-0.0038,-0.0042,0.0,-0.0001,0.0,0.0,0.0,0.0,-0.0005
2026-08-26,193.0,197.0,193.0,197.0,331000,0.0,0.0001,-0.0021,0.0,200.0,0.0025,0.0002,0.0018,0.0101,0.0224,-0.0174,-0.0008,-0.0029,-0.0091,-0.0048,0.0,-0.0,-0.0,0.0002,0.0
2026-08-27,195.0,197.0,193.0,193.0,110200,0.0,700.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,-0.0067,0.0101,0.0,-0.0024,0.0,-0.0056,-0.0,0.0,0.0,0.0,0.0
2026-08-28,193.0,195.0,192.0,195.0,348500,0.0019,0.0,-0.0326,0.0,-0.0031,0.0029,0.0002,-0.0002,-0.0001,0.0004,0.0055,0.0,0.0254,0.0002,-0.0005,0.0,0.0,0.0,0.0,0.0
