Date,Close,High,Low,Open,Volume,CC,NI,YP,OD,XL,EP,DH,SQ,PD,XC
2026-08-24,203700.0,203700.0,203700.0,203700.0,200,-0.0204,0.0204,0.0204,0.0,-0.0204,0.0,0.0,0.0,0.0,0.0
2026-08-26,203700.0,203700.0,203700.0,203700.0,200,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0204,-0.0204
2026-08-27,203700.0,203700.0,203500.0,203700.0,400,0.0204,0.0204,0.0,0.0,-0.0204,0.0204,-0.0204,-0.0204,0.0,0.0
2026-08-28,203250.0,203700.0,203250.0,203700.0,600,0.0407,0.0,0.0204,-0.0204,-0.0407,0.0,0.0,0.0,0.0,0.0
