Date,Close,High,Low,Open,Volume,PD,YP,XL,HD,XC,CC,NI,CP,SQ,IF,OD,AT
2026-08-24,1615.0,1645.0,1610.0,1610.0,25100,0.0003,0.0002,0.0155,-0.0116,-0.0064,0.0071,-0.0,0.0,0.0002,0.0,-0.0036,-0.0016
2026-08-26,1630.0,1630.0,1610.0,1610.0,11200,-0.0014,-0.0037,0.0118,0.0,-0.0036,-0.0006,-0.0005,0.0,0.0002,-0.0018,-0.0003,0.0
2026-08-27,1630.0,1650.0,1610.0,1615.0,7000,0.0002,0.0002,0.0015,0.0,-0.0015,0.0,-0.0,-0.0005,0.0002,0.0,0.0,0.0
2026-08-28,1620.0,1630.0,1610.0,1630.0,9500,-0.0079,-0.0006,0.0113,-0.0029,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
