Date,Close,High,Low,Open,Volume,AK,SF,MG,AT,XL,KK,DR,FZ,NI,XA,ZP,YP,AZ,CC,EP,PD,GR,XC,OD,SQ,PI,QA,CP,BQ,RO,DH
2026-08-24,52.0,52.0,51.0,52.0,3581600,0.0,-0.0001,0.0,0.0101,0.0042,0.0,-0.0043,-0.0003,-0.0026,0.0003,0.0,-0.0115,-0.0154,0.0439,0.0,0.0026,0.0312,0.0007,0.0,-0.0758,0.0153,-0.0,0.0015,0.0003,0.0,-0.0
2026-08-26,52.0,53.0,51.0,52.0,1921000,0.0114,0.0003,0.0,0.0,-0.017,-0.001,-0.0062,0.0,-0.0001,0.0725,0.0,-0.0224,-0.0103,0.0003,0.0026,-0.0018,0.0,-0.0005,-0.0003,0.0,-0.0156,-0.0008,-0.011,-0.0003,0.0003,0.0
2026-08-27,51.0,52.0,51.0,52.0,549700,0.0,0.0035,0.0,0.0,-0.0034,0.0,0.0,0.0087,-0.0051,-0.0025,0.0,0.001,0.0026,-0.0048,0.0,0.0,0.0,-0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,51.0,53.0,51.0,52.0,3460800,0.0063,-0.0015,0.0005,-0.0051,-0.014,0.0005,0.0031,-0.0088,-0.0026,0.033,-0.0,0.0187,-0.0131,0.0051,-0.0026,0.0079,-0.0001,0.0095,-0.0395,0.0028,0.0,0.0,0.0,0.0,0.0,0.0
