Date,Close,High,Low,Open,Volume,YU,MG,RO,CC,YP,NI,YB,XL,XC,CP,AZ,QA,SQ,PD,BQ,EP,DH,LG,KK,YJ,AO,AT,IN,OD,DR,GR,PC,SF,XA,KI,AG
2026-08-24,82.0,85.0,80.0,81.0,2697000,0.0,0.0158,0.0,-0.0105,0.0131,-0.001,0.0001,0.0365,-0.0256,-0.0001,0.0,0.0001,0.0041,-0.0001,-0.0082,0.0,0.0,0.0,0.0,-0.0003,0.0,-0.0242,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004
2026-08-26,75.0,86.0,74.0,82.0,15105700,0.0257,-0.097,0.0,0.0093,0.0176,0.0058,-0.0129,0.2046,0.0016,0.0209,0.0001,0.0,0.098,-0.0148,-0.0062,0.0,0.0054,-0.3097,0.0161,-0.0136,0.0,0.0044,0.0,0.0107,0.0344,-0.0185,-0.0,0.0043,0.0139,0.0,0.0
2026-08-27,76.0,79.0,68.0,68.0,6327000,0.0,0.0418,0.0,0.0031,0.0603,-0.0103,0.0,-0.1898,0.0037,-0.0232,-0.0063,-0.0001,0.1185,-0.0215,0.0046,0.0,-0.0055,-0.0016,-0.0156,0.0409,-0.0,0.0,0.0012,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,77.0,80.0,75.0,78.0,3222100,0.0001,-0.0431,0.0,0.0126,0.0005,0.0026,-0.0011,0.0093,0.0129,0.0092,-0.0054,0.0,0.0448,-0.0071,-0.0429,0.0077,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
