Date,Close,High,Low,Open,Volume,YU,CD,AG,MG,CC,HD,NI,DR,XC,AZ,PC,TF,PD,YJ,DH,XA,SH,RO,YP,AT,DX,OD,ZP,AK,RG,ZR,FS,YB,LG,KK,LS,GR,TP,IF,AO,SS,XL,CP,HP,AI,QA,GA,SQ,KI,BQ,BK,EP,BB,BR,SF,KZ,IT,ES,PG,RX,IU,JB,DP
2026-08-24,2960.0,2990.0,2900.0,2960.0,37369900,-0.3974,0.4869,-0.3298,-1.3,3.1,-0.0117,2.4,0.1765,0.3923,0.4082,0.0,0.0,-18.0,-0.0208,0.3058,0.0,0.0,-0.0505,2.9,-0.5641,-3.7,-17.2,3.9,5.7,0.0,0.0,0.0,0.0,4.4,0.7311,0.3141,2.5,0.0,4.7,0.0,-0.003,2.2,-0.1698,0.1644,0.0,0.3032,0.0,1.8,0.7161,-0.7868,4.2,0.5946,1.8,0.0,0.0,-1.1,0.0,0.2655,0.0,0.0,0.0,-2.8,1.8
2026-08-26,3020.0,3180.0,2910.0,2960.0,86461700,-3.7,0.2169,0.2536,0.4177,-10.4,0.0,-2.0,0.0443,-3.8,-1.3,0.0,0.0,48.6,0.7188,-1.2,0.2689,0.0,0.0,-3.9,0.0,1.4,-4.5,-8.8,28.3,0.0211,0.1907,0.0,0.0619,1.0,-1.3,-0.5815,-2.7,0.0,0.8757,-1.1,5.8,-15.7,-2.4,-0.2247,2.9,0.0,0.088,-3.9,-1.7,-4.1,-7.0,-0.5406,-3.3,0.9004,0.0,-0.4306,0.0,-5.0,0.0009,0.8783,0.0062,-2.4,0.0
2026-08-27,3030.0,3080.0,2980.0,3020.0,32631700,1.3,0.344,-0.059,-1.3,2.9,-0.1815,0.2658,0.1964,1.2,0.352,0.0,0.0,13.8,0.0579,0.0581,-0.1653,-0.0,0.3055,2.9,0.0,0.05,0.956,-2.6,-16.6,0.0,0.0,0.0,0.2674,1.8,0.7072,-0.0005,1.7,0.0665,-0.0779,-0.0012,-4.6,3.5,-0.1063,2.1,-0.3311,0.0,-6.8,3.4,-0.1046,1.0,-4.1,0.5516,-0.2892,-0.9025,-0.0116,-1.7,-0.0061,0.2121,0.0,0.0,0.0,0.0,0.0
2026-08-28,3040.0,3070.0,2980.0,3030.0,30410000,0.0789,-0.0903,5.5,-0.1265,-1.5,0.3441,12.4,0.2482,0.0136,1.1,0.0003,-0.1937,-21.0,0.6249,0.1692,-0.0702,0.2516,-0.4456,0.1508,-0.0369,-1.0,-0.5725,2.9,-15.8,0.0006,-0.3122,0.0228,-0.4805,17.0,-0.6698,0.0196,0.6164,0.0756,-0.0143,0.0031,-1.5,3.5,0.0989,0.1393,0.0294,-0.0043,-0.305,-0.87,-0.299,0.8863,-0.6475,-0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
