Date,Close,High,Low,Open,Volume,PD,XC,AK,YP,XL,NI,CC,AZ,OD,IF,SQ
2026-08-24,755.0,785.0,755.0,765.0,54100,0.0003,-0.0383,-0.0004,0.0002,-0.0017,0.0,0.0381,0.0,0.0015,0.0,0.0003
2026-08-26,770.0,770.0,745.0,750.0,12100,-0.0021,0.0003,0.0,0.0005,0.0002,0.0,0.0012,0.0,-0.0002,0.0002,0.0
2026-08-27,760.0,770.0,705.0,770.0,6800,0.0,0.0031,0.0,-0.0002,-0.0028,0.0002,0.0002,0.0001,-0.0005,0.0,0.0
2026-08-28,745.0,775.0,725.0,725.0,25400,0.0013,0.0001,-0.0007,0.0002,-0.0052,0.0001,0.0042,0.0,0.0,0.0,0.0
