Date,Close,High,Low,Open,Volume,MG,YB,CC,HD,NI,AG,KK,LS,XC,AZ,GR,LG,FZ,PD,IF,KZ,DH,RO,YP,AT,XL,CP,OD,AI,HP,SQ,QA,BQ,ZP,AK,EP,DR,BK,PC,XA,MU,DX,SF,TP,AO,KI,ID
2026-08-24,72.0,74.0,71.0,71.0,30276600,-0.2395,0.0487,0.019,0.0033,-0.0179,0.0037,-0.0531,0.0,0.0287,-0.0,0.1468,0.0012,0.0001,-0.034,-0.0074,-0.0001,-0.0008,0.0,0.0112,0.0054,0.0995,-0.0144,0.0277,0.0,0.0,-0.0335,-0.003,0.0011,0.0,-0.0315,0.0321,0.0002,-0.0028,-0.0,-0.0001,0.0,0.0007,-0.0001,0.0,0.0023,-0.0007,0.0072
2026-08-26,70.0,74.0,70.0,72.0,23344200,-0.0167,-0.0487,0.0533,-0.0004,-0.0046,0.0037,-0.0034,0.0,-0.0303,0.017,0.0027,-0.0065,0.0,-0.0253,0.0301,-0.0,-0.0203,0.0,-0.0535,-0.0043,0.1221,-0.0008,-0.074,0.0062,-0.0005,0.0461,-0.0006,-0.003,0.0007,-0.0016,-0.0034,-0.0069,-0.001,0.0001,0.025,0.0018,-0.0008,0.0018,-0.001,-0.0024,-0.0002,0.0
2026-08-27,71.0,71.0,69.0,70.0,12292100,-0.0026,-0.0051,-0.0421,0.0,-0.0101,0.0035,0.0162,0.0,0.0212,-0.0133,0.0007,0.0072,0.0,-0.0088,-0.0645,0.0,-0.0091,0.0001,0.0321,0.0012,0.0724,0.0017,0.0182,0.0,0.0035,-0.0505,-0.0,0.0005,0.0,0.0295,-0.0,0.0,0.0088,-0.0001,-0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,71.0,72.0,70.0,71.0,14200200,-0.0039,0.049,-0.094,-0.0144,0.0024,-0.0021,0.01,0.0355,0.0315,0.0144,0.0023,-0.0007,-0.0074,-0.2031,0.0142,0.0097,-0.0053,-0.0048,0.0305,0.0,-0.1852,0.015,0.0086,0.0703,-0.0014,0.169,-0.0,0.0147,0.0006,0.0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
