Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,DH,YU,QA,IF,DU,AI,KI,XA,YP,CC,DX,BQ,PD,GR,OD,XC,AK,MG,AT,YJ,DR,HP,LG,NI,AZ,SQ,CP,TF,EP,AG,BK,RO,ZP,BS,ZR,CD,OK,AO,PC
2026-08-24,805.0,845.0,800.0,835.0,9332800,-0.0682,-0.0405,-0.8592,-0.0013,0.0,0.0042,-0.0075,0.0749,0.0108,0.0008,0.0,0.0,0.3335,-0.1316,0.2318,-2.0,-0.0026,0.0019,0.074,0.0067,0.1082,0.9541,-0.8114,0.0,0.1713,0.0203,-0.1672,0.0003,-0.011,-0.0087,-0.0027,0.0331,0.1529,0.0,0.0264,0.0,-0.1584,0.003,2.0,0.0,0.0415,0.0,0.0,0.0,-0.0
2026-08-26,795.0,810.0,790.0,805.0,5178300,0.0248,-0.1639,-0.7295,-0.0079,0.0,0.0008,0.0243,0.0024,-0.0166,-0.0014,0.0,0.0005,0.0398,-0.0002,-0.0015,-0.866,0.0052,0.0121,-0.083,0.3915,-0.0809,0.0994,0.3128,-0.0013,0.0303,0.0,-0.0049,0.0,-0.0755,0.0145,0.0018,-0.0758,0.0281,0.0,-0.1764,0.0,-0.0773,0.0045,1.4,0.0,0.0,0.0,-0.024,-0.0004,0.0
2026-08-27,830.0,840.0,785.0,790.0,7648000,-0.0161,-0.0018,-1.5,0.0194,0.0,-0.0305,-0.1611,0.0,-0.0108,-0.0007,0.0,0.0822,-0.0476,-0.0497,-0.2525,0.3612,-0.0066,-0.0187,-0.0689,-0.0366,-0.0813,-0.3054,0.7783,0.0003,-0.1287,-0.021,-0.0063,-0.0856,-0.0199,-0.0717,-0.0219,0.0002,0.0176,0.0017,0.2671,0.0,0.3349,-0.0022,1.1,-0.0697,0.0405,0.0004,0.0,0.0,0.0
2026-08-28,850.0,865.0,825.0,830.0,12414600,-0.002,0.0478,-0.8239,-0.0064,-0.0015,0.042,-0.1089,0.0,0.0018,-0.0044,-0.0,-0.0755,0.0324,-0.0081,-0.0517,-0.4568,-0.0001,0.0259,0.437,-0.0175,-0.0224,-0.2846,0.7018,0.3364,-0.033,-0.0002,-0.2056,0.012,0.0154,0.006,-0.3661,-0.0527,-0.4317,0.0,-0.0548,0.0043,0.1005,-0.0024,1.2,0.0,0.0,0.0,0.0,0.0,0.0
