Date,Close,High,Low,Open,Volume,AK,TP,AT,XL,KK,DR,AO,LG,DH,YU,IF,NI,XA,KI,AZ,SQ,YP,CP,CC,EP,AG,BQ,PD,GR,XC,OD,BK,RO,ZP,ES,LS,JB,HP,DX,MG,RG
2026-08-24,4330.0,4340.0,4320.0,4340.0,468600,-0.1567,0.0004,-0.0004,0.4287,0.1891,0.0,0.0,-0.2204,0.003,-0.0013,0.433,0.0182,0.0,0.0,0.0173,-0.0022,-0.0455,-0.7751,-0.299,0.0039,0.0,0.0004,0.3048,-0.049,0.1385,0.0125,0.0,-0.0022,0.0004,0.0,0.0,0.0,0.0013,0.0,0.0,0.0
2026-08-26,4320.0,4340.0,4320.0,4330.0,550400,-0.2344,-0.0463,0.0013,0.6821,-0.055,0.0043,0.0,0.0017,0.0035,-0.1901,0.0866,0.3001,0.0,0.0,0.0135,0.0541,0.0953,-0.9937,0.1675,0.0009,-0.003,0.0,0.0095,0.0329,0.1096,-0.0479,0.0,-0.0013,0.0004,0.0,0.003,0.0,0.0,0.0004,0.0043,0.0009
2026-08-27,4340.0,4340.0,4280.0,4310.0,976100,-0.7678,0.043,0.003,1.7,-0.0344,0.0043,0.0,-0.2112,0.0193,0.0017,0.0593,0.3909,0.0,0.003,0.0069,0.0271,0.0401,-1.5,0.44,0.0022,0.0086,0.0,0.3842,0.0129,0.2829,0.0455,0.0322,0.0039,-1.0,-0.003,0.0004,0.0004,0.0043,0.0009,0.0,0.0
2026-08-28,4450.0,4460.0,4340.0,4340.0,730800,-0.1206,-0.0004,-0.0019,-0.1334,-0.0623,0.0892,-0.0009,-0.0036,0.1864,0.0013,0.099,0.0139,0.0227,-0.0009,0.0133,0.8713,-0.204,-1.0,0.4029,-0.0558,0.0111,-0.0003,0.0574,-0.0402,-0.1121,-0.0199,0.0018,0.0013,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
