Date,Close,High,Low,Open,Volume,AD,TP,YB,XL,LS,KK,ID,DH,YU,QA,FZ,AI,XA,KI,ZP,YP,AR,CC,DX,BQ,PD,GR,OD,XC,AK,BR,MG,AT,RF,YJ,DR,HP,AO,LG,NI,AZ,CP,EP,AG,RO,SQ,SF,HD,DU,PC,IH,CD,IF,MU,IN,RB,FS
2026-08-24,462.0,492.0,462.0,474.0,14617800,0.0005,-0.0105,0.0203,0.8076,0.0243,-0.0173,0.0,-0.0127,-0.0425,0.0016,0.0,-0.0214,-0.0363,-0.1409,-0.0018,-0.1591,0.024,-0.1336,0.0341,0.0112,0.1985,0.0203,0.1723,-0.4746,0.0054,-0.0096,-0.0033,-0.0178,0.0233,-0.3779,-0.0471,0.0007,0.0966,0.0382,0.0307,0.0454,-0.0778,-0.0133,0.0236,-0.0012,0.0194,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2026-08-26,456.0,500.0,444.0,464.0,57055200,-0.0002,0.0,-0.0393,0.1769,-0.025,0.3665,0.0233,0.0163,0.0178,0.0001,-0.0004,-0.1472,0.2734,0.0046,-0.1651,-0.428,-0.0852,0.5105,-0.0014,-0.023,-0.2062,-0.0038,-0.1488,-0.0687,0.013,-0.0105,0.0064,-0.0369,-0.0252,-0.0079,0.0004,0.0483,-0.0931,0.0157,-0.0963,0.1191,-0.0216,0.0669,0.3273,0.0008,-0.368,0.0187,0.0,0.0,0.0001,-0.0001,0.0018,0.001,0.0013,-0.0002,0.0024,-0.0104
2026-08-27,478.0,492.0,460.0,470.0,31416100,0.0,0.0607,-0.0273,-1.8,-0.0071,-0.0077,0.0,-0.0337,0.0026,0.0056,0.0382,0.0023,-0.2394,0.0105,0.0015,-0.1795,-0.0006,0.3835,-0.0039,0.0281,-0.3029,-0.0578,-0.1022,-0.2237,0.608,0.0061,-0.0118,-0.0006,0.0,-0.0254,-0.1204,0.0,0.0929,0.0832,-0.0012,-0.0365,0.1928,0.0588,1.7,0.01,-0.0588,-0.0001,-0.0004,0.0,-0.0001,0.0001,-0.0003,0.0,0.0,0.0,0.0,0.0
2026-08-28,468.0,490.0,468.0,482.0,19957400,0.0052,-0.0496,0.2168,-0.3622,0.0033,-0.0042,-0.0245,0.0224,-0.0997,0.0003,-0.0386,-0.004,-0.0311,0.1454,0.175,0.0272,0.0506,-0.2743,-0.0027,-0.0456,0.0424,0.0192,0.0037,0.1167,-0.2357,0.0009,0.0739,0.0165,0.0252,0.0166,-0.0517,0.0506,0.2976,0.4091,-0.017,-0.1237,0.1051,0.0167,-0.4743,-0.0093,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
