Date,Close,High,Low,Open,Volume,FZ,NI,AZ,XL,LS,CC,EP,PD,XC,OD,SQ,AK,YP,IT,ZP,ES,BQ,GR,LG,DX,AG,GI,RO
2026-08-24,2150.0,2170.0,2150.0,2170.0,63800,0.0,-0.0143,-0.0002,-0.0064,0.0,0.0805,0.0,-0.0011,0.0078,-0.0043,0.0015,-0.0574,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0043,-0.0019,0.0002,0.0
2026-08-26,2150.0,2170.0,2150.0,2170.0,84300,0.0,0.0022,0.0013,-0.0041,0.0,0.0297,0.0,-0.0006,-0.0088,0.0,0.0004,0.0,-0.0127,0.0,0.0,-0.0004,-0.0015,-0.0052,-0.0002,0.0,0.0,0.0,0.0
2026-08-27,2160.0,2170.0,2150.0,2150.0,20200,0.0,-0.0043,0.0,-0.014,0.0,0.012,-0.0002,0.0,-0.0063,0.0,-0.0087,0.003,0.0126,0.0108,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,2160.0,2180.0,2160.0,2170.0,55200,-0.0969,0.0002,0.0009,0.0851,0.0004,-0.0004,0.0004,0.0218,-0.0096,0.0002,-0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
