Date,Close,High,Low,Open,Volume,AK,BR,YB,MG,XL,HD,EL,ZR,SH,KK,YJ,DR,AO,IH,DH,NI,XA,YP,SQ,PC,CP,CC,EP,BQ,PD,GR,XC,OD,BK,RO,ZP,QA,FS,IT,LG,AZ,TF,HP,TP,SF,FZ,IF,KI,AT,GI
2026-08-24,346.0,352.0,340.0,344.0,17841300,0.0248,0.032,-0.0536,-0.0075,-0.0089,-0.0116,0.0215,0.0102,-0.1289,-0.0005,0.0748,0.0148,-0.0431,0.0221,-0.0012,0.0016,-0.0072,0.1298,-0.0073,-0.0185,-0.0002,-0.026,0.0598,-0.0222,0.0361,0.0581,-0.0823,-0.0355,0.0,-0.0031,0.1091,0.0008,0.0,0.0,2.0,-0.007,0.0,0.0,-0.0069,-0.002,0.0009,-2.1,-0.0003,0.0007,-0.0001
2026-08-26,334.0,346.0,332.0,346.0,10002900,-0.1507,0.108,-0.0215,-0.0206,-0.1101,0.0777,0.1134,-0.0172,0.0695,0.0007,0.1479,0.0149,-0.0178,0.0172,0.001,0.0009,-0.0176,-0.0665,-0.0862,-0.0175,0.0029,0.056,0.0902,0.0457,-0.0123,-0.0012,-0.0067,-0.0139,0.0,-0.0962,-0.0068,-0.0007,0.0,0.0,-0.0672,-0.015,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,350.0,350.0,328.0,328.0,20368600,0.0122,-0.038,-0.0652,-0.0321,0.195,-0.0068,-0.1517,0.0336,-0.1545,-0.0138,-0.0955,-0.0199,0.0279,-0.0348,0.0034,0.0052,-0.0179,-0.009,-0.0359,0.0027,-0.0034,2.3,-0.1984,-0.0493,-0.0119,-0.0118,-0.011,-0.0165,0.1181,0.0,0.3586,-0.0013,-0.0005,-0.017,-2.0,-0.0017,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,350.0,350.0,344.0,350.0,12066800,0.0107,-0.0163,0.0061,-0.0001,-0.2701,0.0283,0.0013,0.0251,0.0044,-0.0037,-0.033,-0.0088,0.0051,0.0011,-0.001,0.0021,0.01,0.0018,0.0023,-0.0068,0.0,-0.0711,-0.0175,0.1074,-0.0018,0.0478,-0.0014,0.0453,0.0623,-0.0237,0.0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
