Date,Close,High,Low,Open,Volume,SF,BS,LG,HD,AT,CP,FZ,BQ,PD,HP,ZP,EP,SQ,NI,DR,IF,XL,BK,YB,CD,MG,YU,AZ,KI,AK,GR,CC,KK,DX,YP,XA,DH,OD,IU,XC,LS,TP,AI,QA,IN,BR,RO,BB
2026-08-24,540.0,550.0,530.0,545.0,9857300,0.0,0.0,-0.0184,-0.0033,-0.0956,0.1183,-0.007,0.0,-0.2784,0.0758,1.6,-0.0046,-0.007,-0.0438,-0.0136,-0.0005,-0.3361,0.5156,-0.0271,0.0266,0.0,-0.012,0.1894,0.0019,0.3119,0.0915,-0.5845,-0.0702,0.0,-0.3935,-1.1,0.0192,-0.0983,0.0,0.0069,0.0,0.0,0.0,0.0005,0.0,-0.1188,0.0011,0.2345
2026-08-26,525.0,560.0,520.0,540.0,12989700,0.0,0.0,-0.0834,0.003,-0.0023,0.0907,0.0,-0.0422,0.0019,-0.0435,0.2286,-0.0337,0.2666,-0.0214,-0.1164,-0.0768,-0.4868,-0.0261,-0.0194,-0.2668,0.0329,-0.0581,0.0013,-0.0412,-1.4,0.1062,0.9971,-0.0483,0.0054,0.1383,0.8138,-0.0215,0.2166,-0.0187,-0.0693,0.0,-0.0035,-0.0424,0.0032,0.0,0.0,0.0,0.0
2026-08-27,545.0,550.0,525.0,525.0,8354700,0.0,0.0,-0.1074,-0.0033,0.0038,0.0636,-0.0065,0.019,0.0421,0.0256,0.4001,0.0259,0.0986,-0.1472,-0.0007,-0.0383,-0.177,0.2717,-0.0137,0.0,0.072,-0.0002,0.0001,0.1084,0.0852,0.0115,0.3766,-0.0108,-0.0055,-0.193,0.0642,0.0585,-0.1829,0.0109,-0.1976,0.0,-0.6386,-0.0013,0.0001,-0.0139,0.0,0.0,0.0
2026-08-28,545.0,580.0,540.0,545.0,12857600,-0.1017,-0.0017,-0.1184,-0.0044,0.0189,0.3354,0.0003,0.0717,-0.3311,-0.0278,-0.0326,0.0188,0.2121,-0.0055,0.0114,-0.0111,-0.3566,0.0886,-0.3576,-0.0011,0.2421,1.2,-0.0289,-0.0013,-0.5378,-0.0737,-0.2232,0.0398,0.0013,0.0893,-0.1384,0.0262,-0.0108,0.0028,-0.0158,-0.0001,0.0113,0.0,0.0,0.0,0.0,0.0,0.0
