Date,Close,High,Low,Open,Volume,LG,HD,PD,CP,BQ,ZP,NI,PC,SQ,EP,DR,QA,XL,YB,MG,YU,AZ,AK,GR,CC,KK,YP,XA,OD,DH,XC,LS,TP,AT,RO,FZ,HP,AR,AG,YJ,IU
2026-08-24,630.0,640.0,630.0,635.0,465500,0.0,0.0,-0.0089,-0.0457,0.0,0.0001,0.0056,0.0,-0.001,-0.0086,0.0008,0.0,0.0008,-0.0001,0.0,0.0,0.0,-0.028,-0.0038,0.0459,0.0003,0.0457,0.0,-0.001,0.0019,-0.0237,0.0,0.0399,0.0,0.0002,0.0,0.0,0.0,0.0,0.0064,-0.0267
2026-08-26,620.0,630.0,615.0,630.0,2632100,0.001,0.0035,0.1883,0.2564,0.0001,0.0013,-0.2975,0.0,0.0548,0.0109,0.0006,0.0,0.2242,0.0001,0.0,0.0019,0.0023,-0.0844,0.0872,0.1137,0.0134,-0.7035,0.0,0.0363,-0.0406,0.0723,0.0,0.0375,-0.0075,0.0008,-0.0126,-0.0118,0.0558,-0.0046,0.0,0.0
2026-08-27,625.0,625.0,615.0,615.0,443700,0.0456,0.0,-0.0725,0.0001,0.0,0.0001,-0.0113,0.0,0.0013,-0.0,0.0777,0.0,0.0265,-0.0093,0.0,-0.0095,0.0006,-0.0077,0.0054,-0.0389,0.0007,-0.0029,0.0,0.0042,0.0006,-0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,620.0,630.0,620.0,625.0,1604600,-0.0045,-0.0004,0.0236,0.0014,0.0156,-0.0006,0.0041,0.0938,0.0144,-0.0049,0.162,0.0005,-0.1183,-0.0278,0.0006,0.0115,0.0187,0.0164,0.0144,0.0131,0.0126,-0.2895,-0.0006,0.0399,0.0223,-0.0224,0.0003,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
