Date,Close,High,Low,Open,Volume,AZ,ZP,HD,SQ,GR,YP,LG,OD,AT,CP,KK,XL,XA,YB,BQ,XC,PD,DH,NI,CC,DR,MG,RO,HP,QA,ES,EP,BR,AI,TP,DX,GI,IF,AG,KI,YU,MU,SF,FZ,AO
2026-08-24,110.0,117.0,106.0,108.0,26703400,0.0074,0.053,-0.0034,0.0107,-0.0026,-0.0783,-0.0008,0.1058,0.0001,-0.0747,-0.026,-0.165,0.0166,0.0082,0.0038,-0.0888,0.077,-0.0223,-0.0062,0.0274,0.0086,0.1745,0.0284,-0.0,-0.0,0.0,-0.0183,0.0,-0.0354,0.0215,0.0,0.0,-0.0,0.0011,-0.0162,0.0,-0.0029,-0.0029,-0.0002,-0.0
2026-08-26,116.0,120.0,108.0,111.0,52350200,-0.0052,-0.058,0.0003,-0.0063,-0.0102,-0.3443,-0.0009,-0.1044,0.0167,-0.113,-0.0325,1.1,-0.0099,-0.0152,-0.0873,0.0426,0.1106,-0.0001,0.0205,-0.2504,-0.0484,-0.0327,-0.0001,-0.0008,-0.0001,0.0,0.1444,0.0,-0.2596,-0.0226,0.0,0.0,-0.0008,-0.0011,-0.0001,-0.0,0.0,0.0,0.0,0.0
2026-08-27,113.0,121.0,110.0,117.0,21386900,-0.0012,0.0607,0.0002,-0.0006,-0.0002,-0.2314,0.0023,-0.0062,-0.0154,0.0376,0.0841,-0.1643,0.0622,0.0177,0.0387,-0.0242,-0.0075,0.0006,0.0138,0.0971,0.0356,0.0044,-0.0285,-0.0001,0.0007,0.0006,0.0018,0.0463,-0.0116,-0.0127,-0.0,-0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,113.0,115.0,111.0,113.0,4981600,0.0,0.0266,0.0001,0.0014,-0.0114,0.1831,-0.0001,-0.0006,-0.0009,0.01,-0.005,-0.1499,-0.0021,-0.01,0.0111,-0.02,-0.0016,-0.0174,-0.0017,-0.0127,0.01,-0.0089,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
