Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,DH,YU,QA,IF,AI,XA,KI,YP,CC,BQ,PD,GR,OD,XC,AK,RB,BR,MG,AT,FS,YJ,DR,HP,AO,LG,NI,AZ,SQ,CP,EP,RO,ZP,BF,FZ,AG,RG,ES,TF,AD,SS,GA
2026-08-24,126.0,131.0,123.0,123.0,95752100,-0.0047,0.0238,0.4503,0.0012,0.0012,-0.247,0.0141,-0.0818,200.0,0.0,-0.0317,-0.0707,-0.0009,1.0,-2.0,0.0166,-0.3854,0.1407,0.2545,0.0258,0.0073,0.0,0.0001,1.3,-0.0177,-0.031,0.0,-0.0122,0.065,0.1197,-0.4455,0.0601,0.1124,0.0564,0.0162,0.0009,0.0002,-0.1088,0.0,-0.0499,0.0,0.0056,0.0,0.0,-0.0004,-0.1323,0.0015
2026-08-26,117.0,129.0,117.0,129.0,39139000,0.014,-0.0385,-0.1935,-0.0001,0.0,-0.0223,0.0129,0.0031,0.0,-0.0,-0.038,0.0119,-0.001,-0.3997,0.3742,-0.0171,0.2843,-0.0216,0.1233,0.0163,0.3785,0.0,0.0,-0.8183,-0.001,0.0,0.0,0.0554,0.0,0.0,0.0118,0.0442,-0.0166,0.0442,0.0847,0.0393,-0.0011,0.013,0.0,0.0617,-0.0008,-0.0052,0.0024,0.0,0.0,0.0,0.0
2026-08-27,123.0,126.0,116.0,116.0,52762600,-0.0003,0.035,0.5676,-0.0007,0.0,0.1509,-0.0595,0.0006,0.0112,-0.0275,0.0721,0.094,0.0,-0.3488,-0.4746,0.0024,0.1035,0.0337,-0.0702,0.0317,0.1456,0.0235,0.0,0.1239,-0.0016,-0.0013,0.0025,-0.1364,-0.0606,0.0058,-0.2075,0.0308,0.0317,-0.1369,0.2772,-0.0228,0.0003,-0.254,0.061,0.0012,-0.0099,0.0062,0.0,0.0,0.0,0.0,0.0
2026-08-28,126.0,127.0,123.0,125.0,32184400,0.0,-0.0567,-0.0486,0.001,0.0007,-0.1562,0.1453,-0.1286,-0.011,-0.0002,-0.0097,0.0367,0.0006,0.1179,-0.4787,-0.0153,0.3031,0.0562,-0.0335,0.0977,0.1871,-0.0244,0.0001,0.1272,0.0475,0.2515,0.0737,0.0352,-0.0001,-0.0007,-0.0678,0.0017,-0.006,-0.4277,-0.0276,0.0082,0.0011,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
