Date,Close,High,Low,Open,Volume,YB,CC,HD,NI,DR,KK,LG,XC,AZ,GR,PD,TP,YJ,IF,DH,XA,RO,AO,YP,SA,AT,DX,XL,CP,IN,OD,HP,QA,SQ,KI,AI,BQ,ZP,AK,MG,AG,GI,EP,YU,CD,PG,LS,FZ,PC,MI,SF,JB
2026-08-24,67.0,72.0,65.0,67.0,157460200,-0.0121,0.1111,0.0016,-0.0225,-0.0043,0.0322,-0.0701,-0.2138,-0.0766,-0.0489,0.2735,-0.002,0.001,0.0005,-0.003,-0.0693,0.0039,-0.0021,0.5608,0.0,0.0064,-0.0137,0.2568,-0.0276,-0.0,-0.1072,0.043,0.0055,-0.0125,0.0096,-0.0064,0.0048,0.0022,-0.7044,0.0684,-0.0061,0.0,0.0266,-0.0034,-0.0013,0.0,-0.0013,0.0003,0.0003,-0.0007,0.0007,0.0
2026-08-26,61.0,68.0,59.0,68.0,82395800,-0.0602,0.3826,0.001,0.0058,0.0484,-0.0109,-0.0134,-0.0193,0.1266,-0.2296,0.0364,0.0009,0.0,0.0009,0.0187,0.0601,-0.001,0.0,0.1257,0.0,0.0028,0.0031,-0.6938,-0.0306,-0.0,0.0119,-0.0163,0.0057,0.0199,0.0195,0.1338,-0.0217,0.0002,0.2239,-0.0372,-0.0006,0.0037,-0.104,0.005,0.0056,-0.0033,-0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-27,64.0,64.0,59.0,59.0,23058000,0.0006,0.1377,0.0022,0.0061,-0.0157,-0.0243,-0.0001,-0.074,-0.1177,-0.0249,-0.0004,0.0,0.0012,0.0016,-0.0126,-0.0283,-0.0008,0.0,-0.0331,0.0,0.0004,-0.0031,0.1456,-0.0111,600.0,0.0042,0.0021,0.0109,-0.0185,0.0,0.0862,-0.003,0.0,0.0199,-0.0552,-0.0,-0.0058,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,63.0,65.0,62.0,65.0,14911100,0.0013,0.106,-0.0031,0.0087,0.0063,0.002,-0.0044,-0.0332,0.0007,-0.0004,0.058,0.0,-0.0014,0.0024,-0.0001,-0.037,0.0007,0.0192,0.0399,0.0041,0.0004,0.0002,-0.0261,0.0523,-600.0,0.0149,0.0003,0.0001,0.007,0.0,-0.2268,0.0006,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
