Date,Close,High,Low,Open,Volume,AK,LG,PD,AZ,EP,GR,CC,NI,IF,TP,XL,SQ,YP,HD,CP,XC,KK,BK,BQ,OD,JB,YB,ZP,KI,DR,DH,YU,XA,AT
2026-08-24,795.0,810.0,775.0,805.0,895100,0.0,-0.0418,-0.1142,0.0731,0.0034,-0.0009,0.0021,-0.0014,-0.0279,0.0,-0.0908,0.1954,-0.0354,-0.0949,-0.0036,0.0621,-0.0006,0.067,0.0005,0.0001,0.0,-0.0342,0.0086,0.0049,0.0,-0.0622,0.0,0.0972,-0.0064
2026-08-26,760.0,820.0,760.0,795.0,641800,0.0159,0.0,-0.0141,-0.028,0.0019,0.0035,-0.0394,0.0001,-0.0694,0.0,0.0615,0.1014,0.0243,0.0007,0.0012,-0.0005,0.0009,0.0,-0.0124,0.0026,0.0015,0.0002,0.0,0.081,-0.0166,-0.1224,0.0039,0.0021,0.0
2026-08-27,800.0,815.0,765.0,790.0,380600,0.0,-0.0081,-0.0074,0.0,0.0,0.008,-0.0275,-0.0085,-0.0364,-0.0465,0.1311,0.0264,-0.0273,-0.0018,0.0,-0.0024,0.0001,0.0196,-0.0,-0.0044,-0.0016,-0.0155,0.0009,0.0015,0.0,0.0,0.0,0.0,0.0
2026-08-28,785.0,805.0,780.0,805.0,306900,0.0025,-0.0149,-0.0202,0.0001,-0.0052,-0.0429,0.0044,0.0002,-0.0101,-0.0064,-0.0024,0.078,0.0053,0.0012,0.0134,-0.0034,-0.0016,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
