Date,Close,High,Low,Open,Volume,TP,SF,YB,XL,HD,KZ,KK,DH,YU,IF,QA,AI,XA,KI,ZP,YP,CC,DX,BQ,PD,GR,OD,XC,AK,MG,AT,FS,DR,PG,HP,IT,AO,LG,NI,AZ,CP,EP,AG,CD,RG,BK,RO,SQ,LS,FZ,PC,YJ,TF,DP,IU,BB,MU,JB
2026-08-24,615.0,630.0,610.0,625.0,101908100,0.2393,0.0618,0.2275,7.3,0.0,0.0,0.1562,0.5035,0.2727,-0.0016,0.0,0.2704,-1.7,0.7367,-0.0033,4.0,2.7,0.0655,-0.5628,10.0,0.6911,1.5,1.7,-1.1,-0.1797,0.1259,-1.9,1.2,0.3075,0.0,0.0,0.0,1.4,2.0,0.9013,1.1,-25.9,-0.008,0.0,0.0,7.2,0.0,0.9652,0.0,0.0,0.0,-0.0175,0.0,0.0,0.0,-14.5,0.0,-0.0031
2026-08-26,605.0,620.0,600.0,615.0,74903200,0.32,0.0,0.1581,4.2,0.0,0.0,-0.0273,0.4774,0.2061,0.1426,0.0,0.1363,0.3758,2.3,0.2027,1.4,0.1361,0.2919,2.2,0.5694,-0.1693,-2.4,1.2,-2.4,0.0,-0.2153,0.0,-4.5,0.0,-0.0147,0.0,0.1067,1.3,0.4693,0.8201,-0.5122,-0.2411,0.0,0.0,0.0,1.4,0.044,0.6468,0.0,0.0,0.0,0.123,0.0,1.2,-0.0071,-10.1,-0.0105,0.0
2026-08-27,615.0,620.0,590.0,600.0,54308900,-0.007,0.0,-0.0308,-0.6736,0.0153,-10.1,0.109,-0.1718,-0.6061,-0.1319,-0.0066,-0.5508,0.2463,0.2199,-0.5475,0.7402,2.5,0.0308,0.0606,0.9698,-0.0618,0.3774,0.1512,2.1,-0.1155,-0.0586,0.0177,0.2144,-0.0012,0.0034,0.0,0.0627,1.3,-0.3917,2.2,0.2285,0.0741,0.1198,0.0,0.001,1.7,-0.0116,0.0595,0.0008,-0.0074,-0.0001,-0.0004,-0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,615.0,625.0,610.0,615.0,74417700,-0.1017,-0.0313,0.0083,4.2,-0.0233,-10.3,4.5,-0.0373,0.0562,0.7035,-0.0006,0.0272,-0.0254,0.3235,0.4409,0.3447,-7.5,2.5,-0.1807,2.4,0.0923,0.2594,-0.8625,2.4,0.5849,-0.0218,-0.0001,1.8,0.0012,0.0549,0.0308,-0.0639,0.0438,0.1394,-0.0482,0.053,-1.4,0.8943,-0.0086,0.0031,-1.7,-0.0036,0.3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
