Date,Close,High,Low,Open,Volume,MG,PD,CP,AT,BQ,CC,KK,YP,XA,EP,NI,OD,XC,XL,AI,LG,FZ,RO,PC,AO,SQ,QA,DR,YB,KI,AZ,GR,AG,YJ,DH,LS,TP
2026-08-24,79.0,80.0,79.0,80.0,941900,0.0,0.0002,0.0,0.0,-0.0045,-0.003,0.0004,-0.0011,0.0077,0.0,0.0,0.0,0.0074,-0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0119,-0.0152
2026-08-26,78.0,81.0,77.0,79.0,3390500,0.0,-0.007,-0.0017,0.0,-0.0049,0.0001,-0.0022,0.0189,0.0244,-0.0168,-0.0001,0.0,-0.0072,0.0287,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0001,0.0043,0.0,0.0234,0.0,-0.061,0.0
2026-08-27,79.0,97.0,72.0,78.0,23300000,-0.0005,-0.0031,0.009,0.0,0.0032,-0.0,0.0207,0.0088,-0.009,0.0193,0.0061,-0.0052,0.0117,-0.0069,-0.0009,0.0,-0.0035,0.0,0.0,0.002,-0.0011,-0.0,-0.0077,-0.0034,0.0006,0.0004,0.0293,-0.0001,-0.027,0.0003,-0.0435,0.0
2026-08-28,79.0,80.0,78.0,79.0,1892700,0.0023,-0.0017,-0.0005,-0.0,-0.0003,-0.0001,-0.0025,0.0146,-0.0162,0.0062,-0.0008,-0.0,-0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
