Date,Close,High,Low,Open,Volume,YU,MG,CC,HD,NI,DR,AR,XC,AZ,PD,YJ,DH,XA,AT,YP,OD,PG,DD,AK,ZP,YB,KK,GR,TP,KZ,RX,IF,XL,CP,QA,AI,SQ,ES,BQ,BK,EP,CD,LG,BB,AO,OK,AG,RO,SS,KI,DX,IN
2026-08-24,25400.0,25550.0,25000.0,25225.0,1220400,1.2,-0.2231,-1.2,0.0538,20.7,-0.1819,0.0,-0.8081,-0.1424,-0.898,0.1012,0.0,0.1956,-0.0255,-1.4,-0.2314,-0.051,0.0,-2.6,-9.2,-0.0277,-0.0829,-0.4438,-0.5104,0.0,0.0,-0.051,-0.7774,0.0213,0.0,-0.0733,-0.3061,0.0025,-0.11,-1.2,0.0025,-0.0051,0.1505,0.0,0.0,0.0,-1.9,0.0806,0.0,0.0,0.0049,-0.0051
2026-08-26,25100.0,25550.0,25100.0,25400.0,2132500,-2.4,-0.3243,-5.0,-0.0713,42.8,0.0002,0.0,-0.219,-0.0921,0.0469,0.1989,0.0041,-6.2,0.0102,-2.7,-0.0773,0.0,0.0,-3.3,-6.1,0.0127,-0.1581,0.0,0.0204,-2.4,-3.8,0.0,-0.3988,-0.2548,0.0025,-0.2523,-1.1,0.0,0.0024,-4.2,-0.0153,-0.6343,0.8062,-2.1,0.0025,0.0,-2.0,-0.0936,-0.051,0.0025,0.0,0.0
2026-08-27,25550.0,25675.0,25100.0,25100.0,1959800,-5.7,-0.2402,-1.6,0.0049,34.3,0.0,0.0,-0.3084,-0.1653,-1.1,0.0,0.0,-6.4,0.0,-0.7652,-0.1719,0.0,0.0,-3.9,-0.4471,0.0,-0.2138,-0.5701,-0.2871,0.0869,-4.3,0.0,-1.6,-0.0559,0.0,-0.2932,0.0,0.0,-0.2931,-3.1,-0.3705,-0.3533,-0.2494,-1.5,0.0128,-0.4088,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,25650.0,25950.0,25500.0,25550.0,1557900,-3.1,-0.057,-0.3004,0.0025,29.9,0.2085,-0.0026,-0.3945,-0.0231,0.0377,-0.0488,-0.0258,-2.6,0.0051,-1.7,-0.0822,-0.013,0.0077,-1.4,-1.7,-0.023,-0.3639,0.0988,-4.3,-3.8,-4.5,-0.1565,-1.7,-0.0255,0.0258,-0.5124,-0.1548,0.0026,0.0153,-3.4,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
