Date,Close,High,Low,Open,Volume,AK,AT,MG,XL,LS,KK,RG,FS,DR,HP,DH,QA,NI,XA,ZP,KI,SA,YP,AZ,PC,CP,IN,MU,CC,EP,AG,CD,BQ,PD,GR,XC,OD,BK,RO,SQ,TP,YB,RS,AI,RB,YJ,LG,ZR,IF
2026-08-24,332.0,340.0,332.0,338.0,1711600,-0.1132,0.0,-0.0242,0.1386,0.0,0.0114,0.0,0.0,-0.0148,0.0,0.0039,0.0,0.0139,0.0,-0.0164,0.0,0.0,0.0053,0.0033,0.0,0.0025,0.0,0.0,-0.0256,0.0008,0.0,0.0,0.0002,0.0258,0.0,0.0629,-0.0379,-0.0231,-0.0017,-0.0112,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007,0.0,0.0001
2026-08-26,312.0,336.0,312.0,334.0,4281800,-0.1164,0.0118,-0.0064,-0.1246,0.0,0.0167,0.0,0.0,-0.0011,0.0084,-0.0015,-0.0066,0.0177,0.05,0.0403,0.0009,0.0,-0.134,0.0409,0.0,0.0227,0.0,0.0079,0.1352,0.0053,0.004,0.0,-0.0038,0.0393,0.0006,-0.0386,0.0092,0.0,0.0003,0.0277,0.0006,-0.0154,0.0,0.0016,0.0038,0.0,0.0033,0.0002,0.0
2026-08-27,362.0,378.0,308.0,312.0,26132300,-0.0263,0.0002,0.0181,-0.2491,-0.0172,-0.0282,0.0,0.0,0.0048,-0.0023,0.0001,-0.0101,-0.0815,-0.0047,0.0008,0.0057,0.0,-0.3054,-0.1248,-0.0042,-0.0111,-0.0165,0.0,-0.6977,-0.048,0.0637,0.0,-0.0036,-0.5533,-0.0471,-0.1819,-0.1077,0.0152,0.0001,-0.1957,-0.0013,0.0035,2.6,-0.0161,-0.0005,-0.0004,0.0071,0.0,0.0
2026-08-28,336.0,364.0,336.0,362.0,5587500,0.0151,0.0172,-0.0124,-0.0258,0.0169,0.0918,0.0036,0.0017,0.0705,0.0103,-0.0005,-0.0,0.0064,0.001,0.0398,0.0009,0.0003,0.0507,-0.0224,0.0016,0.0139,-0.0179,0.0005,0.1775,0.0156,-0.0625,0.0,-0.0008,0.0117,0.0339,-0.6284,0.0007,-0.0145,0.0019,0.2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
