Date,Close,High,Low,Open,Volume,YU,CC,YP,DR,KK,XL,XC,OD,FZ,PD,DH,NI,BQ,EP,LG,AZ,ZP
2026-08-24,178.0,190.0,178.0,182.0,53900,0.0,-0.0018,-0.0005,0.0,0.0,-0.0016,-0.0007,0.0,0.0,0.006,-0.0,-0.0,-0.0012,0.0,0.0,0.0,-0.0002
2026-08-26,184.0,188.0,178.0,178.0,127000,0.005,0.0,-0.0018,0.0,0.0,-0.0026,-0.0019,0.0,0.0,-0.0041,0.0,0.0,-0.0,0.0054,0.0,0.0,0.0
2026-08-27,184.0,188.0,178.0,188.0,16000,-0.0015,0.0,-0.0002,0.0,0.0,0.0015,0.0,-0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,178.0,184.0,178.0,179.0,39700,-0.0,0.0,0.0002,0.0001,-0.0001,-0.0015,0.0018,0.0,-0.0004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
