Date,Close,High,Low,Open,Volume,XL,XC,CC,KK,TP,PD
2026-08-24,13800.0,13800.0,13800.0,13800.0,100,0.0014,0.0,0.0,0.0,-0.0014,0.0
2026-08-26,13600.0,13825.0,13600.0,13825.0,400,0.0,0.0027,-0.0027,0.0,-0.0014,0.0014
2026-08-27,13600.0,13600.0,13600.0,13600.0,0,,,,,,
2026-08-28,13275.0,13600.0,13275.0,13400.0,600,-0.004,0.0,0.0027,0.0013,0.0,0.0
