Date,Close,High,Low,Open,Volume,MG,YB,CC,HD,NI,LG,KK,DR,XC,GR,AZ,FZ,PI,PD,YJ,DH,RB,XA,RO,AT,DX,YP,XL,CP,OD,QA,SQ,BQ,ZP,AK,EP,CD,DU,IN,AG,IH,SH,PG,RG,TP,IF,HP,KI,OK,YU,GI
2026-08-24,86.0,88.0,85.0,87.0,16205300,0.0026,-0.0002,-0.0155,0.0326,0.0474,0.0188,0.0628,0.0691,-0.0236,-0.014,0.0032,-0.0001,0.0031,0.0734,0.008,-0.1607,0.0,-0.0025,-300.0,0.0016,0.0,-0.2504,-0.0503,0.1014,0.0286,-0.0,0.0186,-0.1234,0.0,0.1181,-0.0035,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0002,0.0
2026-08-26,86.0,91.0,85.0,86.0,98748400,0.0761,-0.3903,-0.3893,-0.0345,-0.38,0.0054,0.0564,0.1512,0.0263,0.0577,-0.0607,0.0106,-0.005,0.0826,-0.0069,0.0318,0.0,-0.0141,-0.0,0.0014,0.0009,-0.0432,0.4477,0.0547,0.0418,-0.0004,-0.0203,0.6789,0.0013,-0.3747,-0.0095,-0.0,0.0,0.0,0.0008,0.0001,0.001,-0.0001,-0.0001,0.0001,0.0029,-0.0009,-0.0,0.0005,0.0,0.0
2026-08-27,87.0,88.0,85.0,86.0,28041800,-0.0052,0.0048,-0.0256,0.0027,0.0158,0.0004,-0.1692,-0.0015,0.0279,-0.0272,-0.0039,-0.0109,0.0,0.0463,0.0,-0.0015,0.0,0.0099,0.0,0.0001,0.0,0.7046,0.0377,-0.1763,0.0288,0.0,0.0318,-0.7264,0.0181,0.2697,-0.0068,-0.13,-0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,86.0,89.0,85.0,88.0,22056600,0.0034,0.1266,0.0137,0.0317,0.0338,0.0013,0.0633,-0.0068,0.2052,0.0369,0.0196,0.0064,0.0017,-0.0145,-0.0002,0.0027,0.0425,0.0131,0.0001,0.001,0.0002,-0.7107,0.1368,0.0059,0.0453,0.0003,-0.0377,0.0028,0.008,-0.0373,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
