Date,Close,High,Low,Open,Volume,FS,AZ,AG,HP,QA,EP,ZP,SQ,GR,KI,YP,YU,SH,LG,OD,TP,AT,CP,KK,XL,XA,YB,DX,BQ,XC,PD,AK,BK,DH,NI,CC,IF,DR,RO,IU,IH,YJ,AO,MG,RG,AI,CD
2026-08-24,880.0,905.0,870.0,905.0,3042900,-0.0262,0.0999,0.0,-0.0123,0.0012,0.0047,0.1895,0.0381,0.0006,0.0,0.0817,-0.0429,0.0,-0.0124,0.0086,-0.0034,-0.0069,0.0102,0.0887,-0.6044,0.0002,-0.0516,0.0,0.029,0.0563,-0.0514,-0.065,-0.1006,0.0123,0.0168,0.154,0.094,0.0079,0.0838,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,0.0
2026-08-26,810.0,895.0,810.0,895.0,6601500,0.0,-0.0121,0.0,-0.0005,-0.0125,0.0152,-0.012,0.0368,-0.0785,0.0033,-0.0845,0.2691,0.0425,0.063,-0.0643,-0.0017,-0.0276,0.0096,-0.0052,-0.1342,0.0867,-0.0692,0.0,-0.0268,0.004,-0.0089,0.0537,0.0216,-0.0019,0.0108,0.3657,0.1886,-0.0885,0.0019,0.0083,-0.0935,0.1669,-0.3683,-0.313,0.0127,0.0418,0.001
2026-08-27,870.0,905.0,780.0,800.0,9126500,-0.0023,-0.0507,-0.1529,0.0004,0.0114,-0.0192,-0.0455,0.2744,0.0661,0.0001,-0.4178,0.1611,0.0,-0.1795,0.0058,0.0,-0.0022,0.0218,-0.0416,0.3219,0.0095,0.0036,0.286,-0.016,-0.0427,-0.0813,0.6651,-0.1118,0.0149,-0.0046,-0.3097,-0.2761,0.116,-0.017,-0.0089,-0.0376,-0.1343,0.0096,-0.0163,0.0,0.0,0.0
2026-08-28,860.0,890.0,845.0,890.0,3076400,0.0009,0.1242,0.0026,-0.0004,0.0293,0.0086,-0.1223,0.1152,-0.0506,0.004,-0.0183,0.1679,0.0174,0.0079,0.0598,0.003,0.0017,-0.0145,-0.097,0.2254,0.0444,-0.0039,-0.0009,0.0002,0.0383,-0.0952,-0.3823,-0.0518,-0.0026,0.0454,0.1343,-0.1286,-0.0658,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
