Date,Close,High,Low,Open,Volume,RO,CC,YP,NI,DR,XL,KK,XC,CP,OD,GR,SQ,PD,MI,BQ,EP,DH,XA,YU,YB,LG,TP,AT,RG,IF,HP,KI,MG,FZ,DX,ZP
2026-08-24,274.0,276.0,264.0,268.0,2466100,-600.0,-0.0674,-0.013,-0.0178,-0.007,-0.0239,0.1583,0.024,0.0512,-0.0235,0.0003,-0.0008,-0.0335,0.0,0.0013,0.0019,-600.0,0.019,-0.0106,0.0053,-0.001,0.0,0.0,0.0,-0.0083,-0.0233,-0.0045,-0.0266,-0.0,0.0,0.0
2026-08-26,266.0,276.0,262.0,274.0,2521900,0.0,-0.1098,-0.096,0.0109,0.0088,0.2065,0.0281,0.0378,-0.0087,0.0167,0.0072,-0.1423,0.0044,0.0,-0.001,0.0035,-0.0015,0.0069,0.0,-0.0012,0.0001,0.0031,-0.0001,0.0026,0.0109,0.0131,0.0001,0.0,0.0,0.0,0.0
2026-08-27,270.0,272.0,262.0,264.0,997200,0.0,-0.0499,-0.0116,0.0062,-0.0052,0.0715,0.0076,0.0065,0.0005,0.0,-0.0,0.0009,-0.0089,0.0,0.0,-0.0018,-0.0,0.0002,-0.0091,-0.0003,-0.0005,-0.0027,-0.0009,-0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,266.0,272.0,262.0,270.0,1566700,0.0,0.0348,0.0213,0.0064,0.0058,0.1336,-0.1835,0.0144,-0.0007,0.0217,-0.0788,0.0007,0.0123,0.0066,0.0013,0.0042,0.0004,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
