Date,Close,High,Low,Open,Volume,GR,YP,CC,LG,OD,TP,CP,KK,XL,XA,YB,BQ,PD,XC,DH,NI,AO,DR,MG,RO,AG,QA,EP,SQ,YU,ES
2026-08-24,1500.0,1525.0,1420.0,1455.0,150600,0.0,-0.0006,0.0011,0.0,0.0,0.0,0.0001,0.0,-0.0029,0.0,0.0,-0.0,0.1538,-0.0012,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0006,-0.15
2026-08-26,1545.0,1550.0,1510.0,1550.0,1000,0.0,0.0005,-0.0005,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0002,-0.0001,0.0,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,1930.0,1930.0,1540.0,1540.0,125800,-0.001,-0.0057,-0.0046,-0.0127,-0.0144,0.0,-0.0003,0.0005,0.0877,0.0058,0.0,-0.0,0.0553,0.0085,0.0,-0.0007,0.0002,-0.0051,0.0,0.0002,-0.0398,-500.0,-0.0,-0.0709,-0.0029,0.0
2026-08-28,1875.0,2190.0,1760.0,2120.0,150100,0.0009,-0.0002,0.004,0.0002,0.0011,-0.0,0.0006,0.0005,-0.0861,-0.0065,-0.0001,-0.0003,0.067,0.0222,0.0002,-0.0008,0.0002,-0.0029,-0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
