Date,Close,High,Low,Open,Volume,CC,YP,NI,DR,XL,SQ,PD,KZ,IF,DH,KK,XC,AZ,AG,GR,OD,BQ
2026-08-24,230.0,232.0,230.0,232.0,28200,0.0,-0.0002,0.0,0.0,0.003,0.0,0.0,-0.0003,0.0029,0.0,-0.0023,-0.0031,0.0,0.0,0.0,0.0,0.0
2026-08-26,228.0,230.0,228.0,230.0,56000,0.0005,-0.0,-0.0035,0.0,0.0048,-0.0012,-0.0003,-0.0006,0.006,0.0,0.0009,-0.0047,0.0,-0.0018,0.0,0.0,-0.0001
2026-08-27,232.0,234.0,232.0,232.0,12400,0.0,0.0,-0.0013,0.0,0.0003,0.0,-0.0,-0.0001,0.0012,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2026-08-28,232.0,232.0,232.0,232.0,16800,0.0002,-0.0006,-0.0008,0.0,-0.0023,0.0018,0.0007,-0.0002,0.0006,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
