Date,Close,High,Low,Open,Volume,NI,YP,XL,CP,CC,EP,DR,XC,BQ,LG,SQ,OD,KI,PD,DH,YU,AZ,KK,SA
2026-08-24,1015.0,1020.0,950.0,1005.0,86000,0.0,0.0,0.032,0.0,-0.0451,0.0151,0.0,0.0182,0.0,-0.0026,0.0,-0.0199,0.0,0.0001,0.0012,-0.001,0.0015,0.0001,0.0005
2026-08-26,990.0,1020.0,975.0,1020.0,18700,0.0,0.0002,-0.0001,0.0,0.0025,0.003,0.0,500.0,0.0,-0.0056,0.0,0.0,0.0,0.0011,-0.0011,0.0,0.0,0.0,0.0
2026-08-27,990.0,995.0,980.0,990.0,57100,0.0,0.0,0.0506,0.0,0.0046,0.0,0.0,0.0005,0.0,-0.0546,0.0,-0.0013,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-28,985.0,1000.0,980.0,990.0,80300,0.0002,-0.0014,0.0155,0.0259,0.0103,0.0005,0.0001,0.0025,0.0001,-0.0691,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
