Date,Close,High,Low,Open,Volume,PD,AZ,MG,CC,NI,IF,KZ,YB,XL,SQ,YP,OD,XC,LG,BQ,AI,ZP,DH,KK,HP,EP,TP
2026-08-24,86.0,86.0,85.0,85.0,369700,-0.0023,0.0001,-0.0007,0.0,-0.0026,0.0,-0.0016,0.0,-0.0034,0.0001,-0.001,0.0,-0.0005,0.0,0.0,0.0,0.0,-0.0002,-0.0054,0.0177,-0.0001,0.0
2026-08-26,86.0,87.0,86.0,86.0,442200,0.0,0.0001,0.0,0.0,0.0,0.0,-0.0019,0.0,-0.0093,-0.0086,-0.0011,0.0002,-0.0004,-0.0026,-0.0017,0.0,0.0,0.0001,-0.0002,0.0258,-0.0,-0.0004
2026-08-27,86.0,86.0,85.0,86.0,321500,0.0,0.0006,-0.0092,0.0,0.0,0.0,-0.0014,0.0,-0.0001,-0.0,-0.0002,0.0,0.0014,0.0235,-0.0,-0.0004,-0.0137,-0.0002,-0.0003,0.0,0.0,0.0
2026-08-28,85.0,86.0,85.0,86.0,186000,-0.0003,0.0004,-0.0017,700.0,0.0001,0.0,-0.0006,-0.0,0.0016,0.0007,0.0004,-0.0,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
