Date,Close,High,Low,Open,Volume,YU,CD,MG,CC,NI,DR,MU,XC,AZ,DU,TF,PD,YJ,DH,XA,SH,RO,YP,AT,DX,OD,BR,ZP,AK,EL,FS,YB,LG,KK,GR,ID,TP,AO,SS,XL,CP,HP,AI,QA,KI,SQ,BQ,BK,EP,AG,GI,IF,IN
2026-08-24,64.0,66.0,64.0,65.0,22547800,-0.0006,0.0,0.0128,0.0776,-0.016,0.0,0.0,0.0048,0.0,0.0,0.0,-0.0319,0.0,0.0,0.0013,0.0,0.0612,-0.1834,0.0,0.0,0.0027,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0089,-0.0078,0.0014,0.0,0.0,0.0,0.0,-0.3762,-0.0205,0.0,0.4552,0.0007,0.0,-0.0035,0.0141,0.0166,0.0005,0.0,0.0,0.0,0.0
2026-08-26,61.0,66.0,59.0,65.0,28543100,0.0,0.0,0.0266,0.0274,-0.0103,-0.0038,0.0,0.0211,-0.0006,0.0,0.0,-0.0142,0.0,0.0007,-0.0018,0.0,-0.007,0.0096,-0.1335,0.0009,-0.0186,0.0009,0.0019,-0.0967,0.0,0.0,-0.0061,0.001,0.0024,0.0406,0.0,-0.013,0.0124,0.003,-0.2838,-0.0012,0.0006,0.2203,0.1526,0.0,0.0257,-0.0014,0.0236,0.0152,-0.0002,-0.0001,-0.0035,0.0093
2026-08-27,62.0,63.0,59.0,60.0,7665000,0.0,0.0,0.0011,-0.0125,0.0009,0.0,0.0,0.0035,-0.1237,0.0,0.0,-0.0028,0.0,-0.0041,0.0031,0.0,0.0031,0.0007,0.011,0.0,-0.0006,0.0,0.0006,0.0025,0.0,0.0,-0.0032,0.0059,-0.0004,0.0056,0.0,0.0,0.0,0.0,-0.0232,0.001,0.0,0.1587,0.0019,0.0,-0.0126,-0.0009,0.0003,0.0,0.0,-0.0001,-0.0069,-0.009
2026-08-28,70.0,75.0,62.0,62.0,408149800,-0.0072,-0.0025,0.6602,0.3617,0.2334,0.0428,-0.0017,-0.2894,0.0085,0.0037,-0.0035,0.1103,-0.0019,0.0129,0.0519,-0.0143,-0.0542,0.2954,0.0139,-0.0013,-0.0353,-0.0877,-0.0078,-0.1347,-0.0247,-0.0403,0.3693,-0.0341,0.0355,-0.1617,-0.0214,-0.004,-0.046,-0.0032,1.3,0.2275,0.0656,-2.4,-0.3044,0.0355,-0.0797,0.0533,0.0024,-0.0421,0.0,0.0,0.0,0.0
