Date,Close,High,Low,Open,Volume,MG,XL,KK,DR,DH,YU,QA,NI,XA,YP,SQ,AZ,CP,CC,EP,CD,BQ,PD,GR,XC,OD,ZP,YB,AT,FS,HP,AO,PI,RO
2026-08-24,232.0,232.0,210.0,216.0,906800,0.0,-0.0567,0.0007,-0.0179,0.0,0.0017,0.0,0.0,0.1005,0.0,0.0,-0.001,0.0116,0.0059,0.0,0.0,0.0,-0.0106,0.0,-0.0313,0.0,0.0,0.0,-0.0031,0.0,0.0,0.0005,0.0,-0.0002
2026-08-26,254.0,254.0,224.0,232.0,2144300,0.0,-0.0818,0.0007,-0.003,-0.0009,0.0001,-0.0054,-0.0011,0.075,0.0629,-0.0025,-0.0044,-0.0355,0.0761,0.0,0.0,0.0001,-0.0279,0.0,-0.0498,-0.0031,0.0,0.0,-0.0001,0.0,0.0,0.0005,0.0,-0.0
2026-08-27,278.0,278.0,246.0,254.0,2670200,0.0005,0.2014,0.0002,-0.0006,0.0014,0.0025,-0.0001,0.0015,-0.2128,0.0134,-0.0064,-0.0027,-0.0133,-0.0672,0.0,0.0,-0.0038,0.0165,0.0024,0.0021,0.011,0.0,-0.0,-0.0027,-0.0001,0.0013,0.0644,0.0058,-0.0147
2026-08-28,274.0,304.0,262.0,288.0,1626100,-0.0004,0.0507,0.0001,0.0004,-0.0003,0.0044,-0.0015,0.0063,-0.0718,0.0447,0.0055,0.0001,0.0135,-0.0883,-0.0015,-0.0006,0.0029,0.0058,0.0002,0.0117,0.0167,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
