Date,Close,High,Low,Open,Volume,MG,CC,HD,NI,KK,XC,GR,AZ,PD,IF,RB,XA,RO,YP,XL,CP,QA,SQ,BQ,EP,ID,PC,YJ,DH,AT,OD,AI,KI,BS,AK,YB,LG,DR,MU,FZ,SF,TP,DX
2026-08-24,82.0,85.0,81.0,83.0,9003200,500.0,0.0912,-0.0002,-0.0002,-0.1717,-0.0069,0.005,0.0,0.0436,0.0,0.0,0.0017,-0.0,0.0291,-0.0799,0.0052,0.0001,0.0076,0.0289,0.0415,0.0,0.0,0.0041,-0.0008,0.0029,-0.0086,-0.0,0.0,0.0,0.0,0.0134,0.0,-0.0042,0.0028,-0.0082,0.002,-0.0001,0.0016
2026-08-26,79.0,82.0,79.0,82.0,5161000,0.0004,0.0059,0.0003,0.0104,0.0038,0.0261,0.0198,0.0002,-0.0219,0.0,0.0,0.0163,0.0,-0.0489,0.0762,-0.0104,0.0,-0.0033,-0.0401,-0.0039,0.0,0.0,0.0064,0.0022,0.0,0.0181,0.0,0.0,0.004,-0.0017,-0.0137,-0.0017,-0.0445,0.0,0.0,0.0,0.0,0.0
2026-08-27,82.0,83.0,78.0,79.0,6886600,0.0031,0.0668,-0.0005,0.0104,-0.0173,0.0055,0.0033,-0.0001,0.0204,0.0002,-0.0005,-0.0024,-0.0001,-0.0363,-0.0554,0.0097,-0.0013,0.0019,0.0013,0.0085,0.0001,-0.0,0.0041,-0.0034,0.0002,-0.016,-0.0,0.0,-0.0042,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,81.0,83.0,81.0,82.0,2350100,0.0032,-0.0189,0.0007,-0.0049,0.0056,0.0037,0.0013,0.0001,-0.0414,-0.0002,0.0278,0.0004,-0.0001,-0.0114,0.0297,-0.0035,-0.0001,-0.0041,0.0019,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
