Date,Close,High,Low,Open,Volume,AT,CP,FZ,BR,RO,ZP,NI,SQ,IF,XL,YB,CD,DP,GA,KI,AZ,YP,DH,OD,XC,LS,AI,LG,HD,TS,PD,BQ,HP,SH,EP,MU,AO,PI,DR,ES,MG,YU,EL,GR,CC,KK,YJ,XA,PG,TP,DX,MI,AG,IH,PC,RB,BB
2026-08-24,8750.0,8875.0,8700.0,8875.0,12137200,0.0236,2.5,0.4477,0.0,0.0,5.9,0.146,0.1985,-3.5,-31.9,-0.4705,0.0,0.0,0.0,0.7087,19.6,1.5,0.1076,0.4466,-5.0,0.0,0.952,6.1,0.0711,0.0,2.7,-0.0373,-3.9,1.8,0.8401,-1.0,-0.2541,-0.35,0.0,0.0,-10.7,4.9,-2.5,-3.5,10.5,0.1484,3.4,0.0408,-0.0123,0.4649,0.0435,-0.0087,-0.5281,-0.016,-0.0357,-0.3071,0.4375
2026-08-26,8500.0,8975.0,8500.0,8500.0,5342000,0.0068,-3.4,0.596,0.0,0.0,0.04,0.0151,1.9,1.2,-0.1041,-0.05,0.0127,0.0,0.0,-0.4138,3.3,-1.2,-0.0708,0.295,0.3766,-0.0043,0.8903,-16.9,0.0051,0.0,0.1143,1.8,6.0,0.0,0.0623,0.0,0.0635,0.0,0.1029,0.0,-4.4,5.6,-0.425,-0.6335,0.6746,0.3339,1.7,1.9,0.0,0.5254,0.085,0.0,-0.0043,0.0,0.0,0.0,0.0
2026-08-27,8750.0,8750.0,8000.0,8000.0,2181200,-0.0088,0.0403,-0.0026,0.0,0.0,0.1014,0.0136,0.1065,-1.1,2.5,-0.002,0.0,0.0,0.0,0.0,3.7,0.6618,0.0017,0.0795,-0.108,0.0,1.4,-6.8,0.0,0.0,0.4016,-0.0387,0.0,0.024,-0.3447,0.0,0.5338,0.0,0.008,0.0,-1.5,0.0,-0.6344,0.3146,0.3206,0.1913,-0.1305,0.2255,0.0,0.0723,0.04,-0.0043,0.0,0.0,0.0,0.0,0.0
2026-08-28,9625.0,9625.0,8975.0,8975.0,21723100,2.8,-4.5,0.8691,-0.013,-0.0183,-8.2,11.9,-1.2,-6.8,15.1,0.582,-0.1195,-1.9,4.8,0.0389,-28.9,-5.4,0.3837,-0.6473,12.8,0.009,0.9529,1.5,0.0392,-4.6,2.6,-0.0679,-21.1,3.6,4.1,2.8,-0.5494,0.1925,-0.129,0.6353,14.4,2.6,-1.4,-0.2936,-2.1,-6.1,9.8,0.3317,0.0019,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
