Date,Close,High,Low,Open,Volume,YU,AG,MG,CC,HD,NI,MU,DR,XC,AZ,FZ,PC,GI,DP,PD,YJ,DH,XA,YP,DX,AT,IN,OD,ZP,AK,RS,FS,YB,LG,KK,GR,TP,AO,II,XL,CP,HP,AI,SQ,KI,BQ,BK,EP,RO,IF,QA,OK,LS,BF,IU,CD,ZR
2026-08-24,63.0,65.0,62.0,64.0,165398800,0.0382,-0.1266,0.0345,-0.5471,0.0116,0.0148,0.0,-0.0067,0.2847,0.0703,-0.0006,0.0183,0.0,0.0,0.3407,0.0063,0.3722,-0.3229,0.8415,-0.2722,-0.4029,0.0,0.2064,0.7771,-1.8,0.0,-0.0959,-0.0343,0.0038,0.6018,-0.0291,0.0139,-0.4409,0.0,0.0358,-0.2708,0.0063,0.0044,0.3407,-0.0012,0.1024,-0.0778,0.2899,0.0007,-0.0631,0.0,0.0,0.0,0.0,0.0057,0.063,-0.0003
2026-08-26,61.0,64.0,61.0,63.0,180717900,0.0109,-0.0006,0.1044,-2.2,-0.045,0.0079,0.2396,0.0333,0.3537,-0.5693,0.0067,-0.0183,0.0,0.0,0.0153,0.3395,0.1055,0.4246,0.4501,0.0587,0.0256,-0.0,0.1295,-1.3,-0.7527,0.0,-0.13,-0.0295,0.0968,0.1789,-0.0667,0.0599,0.0,0.0062,0.751,0.9248,-0.0676,0.0,0.7239,0.0,0.0,-0.0638,-0.0556,0.003,0.0,-0.0,0.0,0.0123,0.305,-0.0105,0.0,0.0
2026-08-27,63.0,64.0,60.0,61.0,95313600,0.0,0.0,-0.0134,0.2223,-0.0945,-0.0201,-0.2461,-0.0094,-0.1184,0.0167,-0.0409,0.0002,0.0,0.0,-0.1468,-0.1284,-0.0525,-0.2027,-0.1677,-0.0054,0.0001,0.0,0.1012,-0.2698,-0.1591,0.0,-0.0003,0.07,1.7,-0.0199,1.2,-0.0003,0.0,0.0122,-1.2,-0.7281,-0.0012,0.0004,-0.0246,0.0,-0.0013,0.0443,0.2139,-0.0024,0.0031,0.0001,-0.001,0.0,0.0,0.0,0.0,0.0
2026-08-28,62.0,64.0,62.0,63.0,111309500,0.2101,0.0009,-0.0867,0.484,0.0204,0.1443,0.248,0.0066,-0.0025,-0.0742,-0.002,0.0002,0.0006,0.3465,0.2933,0.0148,0.0134,-0.1795,-0.0312,-0.096,-0.001,-0.0,-0.7536,0.1468,0.2553,-0.279,-0.1178,0.0936,-1.5,0.0234,0.4027,0.0189,0.0019,-0.0126,0.1398,0.1828,-0.0009,0.0005,0.1029,0.001,-0.0059,-0.0019,-0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
