Date,Close,High,Low,Open,Volume,YU,MG,CC,HD,LG,NI,KK,DR,XC,AZ,DU,PC,FZ,IH,PI,SF,GR,PD,XA,PG,IU,RO,YP,SA,AT,XL,CP,IN,OD,RG,SQ,BQ,ZP,EP,YB,TF,TP,AO,AI,HP,AK,DH,AF
2026-08-24,188.0,195.0,188.0,192.0,2069900,0.0,0.0,0.0105,0.0017,0.0009,0.0014,-0.0154,0.0096,0.0087,0.0041,0.0,0.0,0.0,-0.0952,0.0,0.0,-0.0007,0.007,-0.0201,0.0,0.0,-0.045,0.015,0.0,0.0,0.0448,-0.0108,0.0,0.0476,0.0,0.0645,-0.0005,-0.0002,0.0,0.0019,0.0,0.0,-0.0004,-0.0,0.0,0.0,-0.0004,-0.0293
2026-08-26,192.0,204.0,185.0,188.0,14594000,-0.0097,0.0,0.0243,-0.0023,0.0,0.0056,0.0313,-0.0296,0.0235,-0.0035,0.0183,-0.0338,0.0,-0.0166,-0.0392,0.0087,0.0053,0.0067,-0.0082,-0.0059,-0.0557,-0.0342,-0.0172,-0.0006,0.0007,0.1066,-0.005,-0.0572,-0.0421,0.0748,-0.0012,0.0179,0.0278,0.0055,0.0057,-400.0,0.0,0.0,0.0,0.0002,-0.001,0.0,0.0
2026-08-27,194.0,195.0,183.0,195.0,3554800,-0.0067,0.0,0.0111,-0.0001,0.0,-0.0075,-0.0359,-0.0,-0.0457,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0332,-0.0031,0.0001,0.0,0.0,0.0003,0.0484,0.0,-0.0003,-0.1057,0.0075,0.0,0.1476,0.0,0.0,-0.0008,-0.0002,0.001,-0.0044,-0.0,-0.0394,0.0004,0.0001,-0.0002,0.0,0.0,0.0
2026-08-28,193.0,196.0,190.0,194.0,9253600,0.0164,-0.0216,-0.0028,0.0023,0.029,0.0053,0.0107,0.0001,0.0154,0.0866,0.0138,0.1011,0.0,0.0372,-0.0298,0.0256,-0.001,0.0013,0.0276,0.0199,-0.0029,0.0094,0.0275,0.0255,0.0,0.0315,-0.0293,0.0236,-0.5362,-0.0036,-0.0064,0.0973,0.0198,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
