Date,Close,High,Low,Open,Volume,CP,KK,XL,XA,YB,HD,SQ,BQ,PD,XC,GR,YP,DR,YU,CC,NI,OD,RO,LG,AZ,AG,HP,QA,EP,ZP,SH,YJ,DH,MG,FZ,KI,DU,AT,IF
2026-08-24,156.0,161.0,145.0,145.0,12210200,0.0199,-0.0755,0.1774,0.0004,0.0282,0.0,-0.0015,-0.0033,-0.0039,-0.0079,-0.0093,-0.0752,-0.0013,-0.0,-0.0075,-0.0055,-0.0213,0.0,-0.0005,0.0069,0.0,0.0,0.0,-0.0065,0.0012,-0.0016,0.0,-0.001,-0.0032,-0.0003,-0.0074,-0.0,-0.001,-0.0002
2026-08-26,145.0,161.0,144.0,160.0,8771000,0.0425,0.0256,-0.0963,0.0004,-0.0268,0.0735,0.0156,0.0,0.0215,0.0226,0.0214,-0.0001,0.0222,0.0,-0.1332,-0.0039,0.016,0.0004,-0.0001,-0.0024,0.0,-0.0001,0.0,-0.0008,-0.0012,0.0002,0.0064,0.0001,-0.0036,0.0,0.0,0.0,0.0,0.0
2026-08-27,153.0,155.0,144.0,145.0,4742300,-0.0419,-0.0063,-0.0453,-300.0,0.0,-0.0003,-0.0012,0.0194,-0.0068,0.0023,-0.0189,0.0245,0.0103,0.0,0.0237,0.0004,0.0383,-0.0001,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,151.0,157.0,148.0,155.0,2963200,0.0125,0.0031,-0.0345,-0.0008,0.006,-0.0,-0.0089,-0.012,0.0101,0.0092,-0.0022,0.0411,-0.03,0.0002,0.0012,0.0,0.0001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
